"log2FoldChange","pval","padj","anno.GeneID","anno.symbol","anno.chr","anno.locstart","anno.locend","foldChange"
-4.3321983,2.971945e-22,3.722970e-20,ENSG00000186166.4,CCDC84,11,118868852,118886501, -20.142883
-4.3238769,1.101559e-63,5.611709e-60,ENSG00000170889.9,RPS9,19, 54704610, 54752862, -20.027035
-4.3130204,1.812659e-37,1.154286e-34,ENSG00000204356.7,NELFE,6, 31919864, 31926887, -19.876894
-4.3108203,8.831676e-13,2.272298e-11,ENSG00000223865.6,HLA-DPB1,6, 33043703, 33054978, -19.846604
-4.2799312,1.036667e-14,3.911947e-13,ENSG00000122497.13,NBPF14,1,148003642,148025863, -19.426191
-4.2718316,7.776499e-22,9.142172e-20,ENSG00000269018.1,AP001362.1,11, 65358665, 65359947, -19.317435
-4.2700633,8.611892e-16,4.037287e-14,ENSG00000204257.10,HLA-DMA,6, 32916390, 32936871, -19.293772
-4.2356381,1.064995e-29,3.191434e-27,ENSG00000161970.8,RPL26,17,  8280838,  8286531, -18.838838
-4.2325907,2.018322e-14,7.074773e-13,ENSG00000197599.8,CCDC154,16,  1484384,  1494557, -18.799088
-4.2093039,2.387426e-17,1.483213e-15,ENSG00000099984.6,GSTT2,22, 24322339, 24326106, -18.498083
-4.1370842,9.434875e-21,9.809060e-19,ENSG00000186104.6,CYP2R1,11, 14899553, 14913798, -17.594885
-4.1343986,2.127876e-24,3.387534e-22,ENSG00000066379.10,ZNRD1,6, 30026676, 30032686, -17.562163
-4.1331723,2.658708e-51,3.386086e-48,ENSG00000229117.4,RPL41,12, 56510370, 56511727, -17.547241
-4.1155855,3.318964e-13,9.205759e-12,ENSG00000185864.12,NPIPB4,16, 21845890, 21892148, -17.334634
-3.9676802,1.083430e-14,4.058347e-13,ENSG00000258472.4,RP11-192H23.4,17, 26782770, 26941215, -15.645547
-3.9123367,2.209807e-18,1.615908e-16,ENSG00000134056.7,MRPS36,5, 68513587, 68525956, -15.056731
-3.9041791,3.597241e-14,1.195144e-12,ENSG00000158427.10,TMSB15B,X,103173479,103229570, -14.971835
-3.9041614,7.592409e-06,4.289641e-05,ENSG00000172236.12,TPSAB1,16,  1290697,  1292555, -14.971651
-3.8995153,8.248349e-15,3.183321e-13,ENSG00000102878.11,HSF4,16, 67197288, 67203848, -14.923513
-3.8989748,1.879754e-05,9.500091e-05,ENSG00000206172.4,HBA1,16,   226679,   227521, -14.917923
-3.8964403,1.451187e-14,5.305859e-13,ENSG00000145736.10,GTF2H2,5, 70330784, 70363516, -14.891739
-3.8958694,1.865177e-19,1.638247e-17,ENSG00000254206.1,NPIPB11,16, 29392675, 29415350, -14.885847
-3.8467533,1.110836e-09,1.509058e-08,ENSG00000164687.6,FABP5,8, 82192598, 82197012, -14.387593
-3.8389257,5.974879e-53,8.301279e-50,ENSG00000156508.13,EEF1A1,6, 74225473, 74233520, -14.309742
-3.8385470,5.776033e-12,1.286809e-10,ENSG00000196436.7,NPIPB15,16, 74411776, 74425978, -14.305985
-3.8257473,5.007275e-14,1.628217e-12,ENSG00000176681.10,LRRC37A,17, 44370099, 44415160, -14.179624
-3.8048601,3.865674e-14,1.281542e-12,ENSG00000186523.10,FAM86B1,8, 12039605, 12051642, -13.975811
-3.7816472,9.822741e-12,2.070634e-10,ENSG00000177990.7,DPY19L2,12, 63952693, 64062719, -13.752740
-3.7197037,2.602604e-14,8.878482e-13,ENSG00000131042.9,LILRB2,19, 54777675, 54785039, -13.174750
-3.7028779,2.025800e-07,1.649457e-06,ENSG00000173991.5,TCAP,17, 37820440, 37822808, -13.021989
-3.6675708,5.147618e-18,3.559776e-16,ENSG00000175265.13,GOLGA8A,15, 34671269, 34880704, -12.707170
-3.6658682,2.672550e-14,9.076575e-13,ENSG00000234745.5,HLA-B,6, 31321649, 31324965, -12.692182
-3.6579433,7.094400e-30,2.212729e-27,ENSG00000101940.13,WDR13,X, 48448430, 48463581, -12.622653
-3.6528049,1.767681e-12,4.308688e-11,ENSG00000204642.9,HLA-F,6, 29690552, 29706305, -12.577776
-3.6518180,3.013704e-11,5.742948e-10,ENSG00000029993.10,HMGB3,X,150148982,150159248, -12.569175
-3.6414851,2.467885e-18,1.787521e-16,ENSG00000114383.5,TUSC2,3, 50357458, 50365682, -12.479473
-3.6173259,1.775251e-39,1.179616e-36,ENSG00000129968.11,ABHD17A,19,  1876809,  1885546, -12.272233
-3.5894268,3.155081e-12,7.372887e-11,ENSG00000197182.8,FLJ27365,22, 46449749, 46509808, -12.037190
-3.5477278,9.445335e-09,1.040757e-07,ENSG00000237683.5,AL627309.1,1,   134901,   139379, -11.694253
-3.5473891,2.488767e-13,7.146045e-12,ENSG00000111664.6,GNB3,12,  6949118,  6956557, -11.691508
-3.4791075,1.910370e-10,3.053994e-09,ENSG00000269515.1,AL137026.1,10, 44873687, 44878739, -11.151049
-3.4728289,5.743833e-12,1.281504e-10,ENSG00000213366.8,GSTM2,1,110210644,110252171, -11.102625
-3.4392388,2.210154e-54,4.222223e-51,ENSG00000196262.9,PPIA,7, 44836279, 44864163, -10.847110
-3.4371361,6.617084e-12,1.457189e-10,ENSG00000168255.14,POLR2J3,7,102178365,102213103, -10.831312
-3.4328984,1.799766e-09,2.305601e-08,ENSG00000174093.6,RP11-1407O15.2,17, 36337717, 36421858, -10.799543
-3.4310648,2.074189e-40,1.509516e-37,ENSG00000109686.12,SH3D19,4,152023903,152246784, -10.785826
-3.4306920,1.601209e-14,5.771527e-13,ENSG00000256525.2,POLG2,17, 62473902, 62493154, -10.783040
-3.4262347,1.790586e-10,2.883617e-09,ENSG00000073605.14,GSDMB,17, 38060848, 38076107, -10.749776
-3.4231054,1.870315e-13,5.496927e-12,ENSG00000184682.5,C11orf89,11,  1910375,  1912084, -10.726484
-3.4073574,1.048957e-20,1.083190e-18,ENSG00000215252.7,GOLGA8B,15, 34817408, 34880704, -10.610034
-3.3990354,1.448935e-11,2.932989e-10,ENSG00000160323.14,ADAMTS13,9,136279478,136324508, -10.549008
-3.3966218,4.062979e-45,3.268132e-42,ENSG00000168028.9,RPSA,3, 39448180, 39454033, -10.531374
-3.3748027,7.698594e-26,1.368112e-23,ENSG00000214706.6,IFRD2,3, 50325163, 50330349, -10.373298
-3.3712804,2.905454e-07,2.301869e-06,ENSG00000169402.11,RSPH10B2,7,  6793740,  6838996, -10.348002
-3.3448242,4.775931e-04,1.690379e-03,ENSG00000224389.4,C4B,6, 31982539, 32003195, -10.159970
-3.3326851,2.768529e-19,2.312100e-17,ENSG00000204386.6,NEU1,6, 31825436, 31830683, -10.074840
-3.3320050,2.177008e-08,2.191780e-07,ENSG00000185522.4,C11orf35,11,   554855,   560779, -10.070092
-3.2993699,9.928967e-11,1.691418e-09,ENSG00000146574.11,CCZ1B,7,  6833765,  6866401,  -9.844854
-3.2974008,8.048373e-09,9.011229e-08,ENSG00000243279.2,PRAF2,X, 48928813, 48931730,  -9.831427
-3.2924523,2.149223e-15,9.304978e-14,ENSG00000204790.8,CBWD6,9, 69204538, 69269662,  -9.797762
-3.2793691,6.068119e-14,1.956520e-12,ENSG00000205246.4,RPSAP58,19, 23945807, 24010937,  -9.709312
-3.2616656,1.415028e-14,5.198527e-13,ENSG00000075826.12,SEC31B,10,102246399,102289628,  -9.590896
-3.2216366,6.232473e-05,2.762496e-04,ENSG00000120075.5,HOXB5,17, 46668619, 46671323,  -9.328445
-3.2203440,1.082022e-07,9.374461e-07,ENSG00000167968.8,DNASE1L2,16,  2285817,  2288712,  -9.320091
-3.2183463,2.372786e-06,1.504077e-05,ENSG00000102287.12,GABRE,X,151121596,151143152,  -9.307194
-3.2179594,2.832929e-12,6.691754e-11,ENSG00000184110.10,EIF3C,16, 28699879, 28747051,  -9.304698
-3.2084408,9.246423e-13,2.363095e-11,ENSG00000010626.10,LRRC23,12,  6982733,  7023407,  -9.243510
-3.2055485,1.683539e-12,4.116723e-11,ENSG00000196976.5,LAGE3,X,153706028,153707596,  -9.224997
-3.2019406,5.808533e-57,1.479530e-53,ENSG00000089009.11,RPL6,12,112842994,112856642,  -9.201956
-3.1906248,7.246477e-29,1.942946e-26,ENSG00000147123.10,NDUFB11,X, 47001615, 47004903,  -9.130063
-3.1888473,5.544807e-10,8.006431e-09,ENSG00000149582.11,TMEM25,11,118401756,118417995,  -9.118821
-3.1698101,8.699383e-07,6.126851e-06,ENSG00000152076.14,CCDC74B,2,130896860,130902707,  -8.999283
-3.1552517,2.167992e-09,2.711410e-08,ENSG00000158517.9,NCF1,7, 74188309, 74203659,  -8.908927
-3.1505441,4.900227e-08,4.554740e-07,ENSG00000184227.3,ACOT1,14, 74003818, 74010498,  -8.879904
-3.1441448,4.696043e-04,1.667123e-03,ENSG00000218416.3,AC110619.2,2,241388732,241396131,  -8.840603
-3.1306281,7.011490e-12,1.524276e-10,ENSG00000177943.9,MAMDC4,9,139745395,139755249,  -8.758162
-3.1001233,6.122834e-14,1.970006e-12,ENSG00000196502.7,SULT1A1,16, 28616903, 28634946,  -8.574921
-3.0927442,1.571951e-36,9.609649e-34,ENSG00000171863.8,RPS7,2,  3622795,  3628509,  -8.531174
-3.0867398,3.993801e-12,9.206223e-11,ENSG00000163794.6,UCN,2, 27530268, 27531313,  -8.495741
-3.0785108,1.082741e-14,4.058347e-13,ENSG00000240038.2,AMY2B,1,104096437,104122156,  -8.447420
-3.0726072,2.011651e-12,4.880010e-11,ENSG00000203392.2,AC105020.1,15, 75970672, 75973093,  -8.412924
-3.0625312,2.536373e-21,2.871362e-19,ENSG00000117289.7,TXNIP,1,145438469,145442635,  -8.354371
-3.0538784,2.542890e-12,6.025270e-11,ENSG00000196313.7,POM121,7, 72349936, 72421979,  -8.304414
-3.0441766,5.033521e-07,3.781366e-06,ENSG00000188818.8,ZDHHC11,5,   710471,   851101,  -8.248756
-3.0326734,3.262569e-12,7.600891e-11,ENSG00000100918.8,REC8,14, 24641062, 24649463,  -8.183247
-3.0258662,6.799582e-06,3.887692e-05,ENSG00000162747.5,FCGR3B,1,161592986,161601753,  -8.144726
-3.0106580,1.640995e-22,2.143532e-20,ENSG00000225190.4,PLEKHM1,17, 43513266, 43568115,  -8.059320
-2.9884759,5.366807e-40,3.728223e-37,ENSG00000140988.11,RPS2,16,  2012053,  2014861,  -7.936352
-2.9657482,9.426701e-28,2.182852e-25,ENSG00000142188.12,TMEM50B,21, 34804792, 34852318,  -7.812304
-2.9645901,2.469171e-10,3.846723e-09,ENSG00000100276.9,RASL10A,22, 29708922, 29715668,  -7.806036
-2.9621375,6.457449e-13,1.722324e-11,ENSG00000157322.12,CLEC18A,16, 69984810, 69998141,  -7.792777
-2.9604253,1.576432e-11,3.157615e-10,ENSG00000243716.6,NPIPB5,16, 22490442, 22547842,  -7.783534
-2.9602707,3.892324e-06,2.343247e-05,ENSG00000149451.13,ADAM33,20,  3648612,  3662893,  -7.782700
-2.9506831,2.042223e-15,8.866843e-14,ENSG00000222046.2,DCDC2B,1, 32674695, 32681797,  -7.731150
-2.9456184,1.438718e-29,4.228447e-27,ENSG00000112511.13,PHF1,6, 33378176, 33384230,  -7.704057
-2.9429320,1.451965e-07,1.219922e-06,ENSG00000196565.8,HBG2,11,  5274420,  5667019,  -7.689725
-2.9345016,9.836352e-16,4.569269e-14,ENSG00000108106.9,UBE2S,19, 55912652, 55919145,  -7.644921
-2.9254673,3.831070e-05,1.788886e-04,ENSG00000162004.12,CCDC78,16,   772582,   776954,  -7.597197
-2.9241055,2.942067e-46,2.497978e-43,ENSG00000114391.8,RPL24,3,101399935,101405626,  -7.590029
-2.9141157,3.285688e-04,1.216158e-03,ENSG00000076344.11,RGS11,16,   318300,   325980,  -7.537655
-2.9119907,4.616526e-06,2.728320e-05,ENSG00000158578.14,ALAS2,X, 55035488, 55057497,  -7.526561
-2.9107854,2.057480e-17,1.294011e-15,ENSG00000233927.4,RPS28,19,  8386042,  8388224,  -7.520275
-2.9076184,5.309325e-05,2.396409e-04,ENSG00000205517.8,RGL3,19, 11495017, 11530018,  -7.503785
-2.9040923,4.909601e-10,7.173368e-09,ENSG00000185304.12,RGPD2,2, 88055474, 88285309,  -7.485467
-2.8935132,1.004441e-16,5.502102e-15,ENSG00000204348.5,DXO,6, 31937587, 31940069,  -7.430777
-2.8869697,2.082880e-02,4.488720e-02,ENSG00000167768.4,KRT1,12, 53068520, 53074191,  -7.397151
-2.8804299,1.466808e-11,2.961325e-10,ENSG00000165359.10,DDX26B,X,134654584,134716435,  -7.363695
-2.8800959,2.298896e-09,2.854105e-08,ENSG00000166762.12,CATSPER2,15, 43920701, 43960316,  -7.361991
-2.8794468,3.187353e-11,6.050026e-10,ENSG00000196460.8,RFX8,2,102013823,102091165,  -7.358679
-2.8779440,1.819213e-19,1.608151e-17,ENSG00000258890.2,CEP95,17, 62502706, 62538579,  -7.351018
-2.8770003,8.832862e-06,4.907039e-05,ENSG00000204248.6,COL11A2,6, 33130458, 33160276,  -7.346211
-2.8654887,3.166705e-25,5.318324e-23,ENSG00000204387.8,C6orf48,6, 31802385, 31807541,  -7.287827
-2.8620149,8.257028e-06,4.629206e-05,ENSG00000204525.10,HLA-C,6, 31236526, 31239907,  -7.270300
-2.8591166,6.369084e-14,2.044931e-12,ENSG00000105341.14,ATP5SL,19, 41937223, 41946622,  -7.255709
-2.8588517,8.352511e-07,5.899759e-06,ENSG00000009950.11,MLXIPL,7, 73007524, 73038873,  -7.254377
-2.8508290,4.970441e-11,9.043243e-10,ENSG00000162461.7,SLC25A34,1, 16062900, 16067891,  -7.214148
-2.8475869,8.825174e-19,6.846453e-17,ENSG00000101104.8,PABPC1L,20, 43538703, 43587676,  -7.197954
-2.8371110,5.082560e-24,7.690769e-22,ENSG00000131795.8,RBM8A,1,145507598,145513536,  -7.145876
-2.8326934,5.729294e-33,2.653358e-30,ENSG00000177954.7,RPS27,1,153963235,153964626,  -7.124029
-2.8294823,6.963448e-12,1.522061e-10,ENSG00000178896.6,EXOSC4,8,145133529,145135550,  -7.108190
-2.8264481,2.084221e-08,2.106690e-07,ENSG00000181135.11,ZNF707,8,144766622,144796068,  -7.093256
-2.8155041,4.983775e-07,3.753920e-06,ENSG00000227507.2,LTB,6, 31548302, 31550299,  -7.039652
-2.8128464,3.272786e-05,1.552871e-04,ENSG00000066230.6,SLC9A3,5,   473425,   524447,  -7.026695
-2.7977682,7.702695e-12,1.655700e-10,ENSG00000152433.10,ZNF547,19, 57874845, 57890933,  -6.953639
-2.7943430,8.231731e-25,1.338357e-22,ENSG00000204590.8,GNL1,6, 30509154, 30524951,  -6.937149
-2.7886133,4.321355e-08,4.064202e-07,ENSG00000078814.11,MYH7B,20, 33563206, 33590240,  -6.909653
-2.7788048,1.225640e-06,8.317696e-06,ENSG00000231852.2,CYP21A2,6, 32006042, 32009447,  -6.862836
-2.7707241,3.115632e-10,4.742609e-09,ENSG00000203896.5,LIME1,20, 62366815, 62370456,  -6.824504
-2.7656786,2.045482e-18,1.510198e-16,ENSG00000136682.10,CBWD2,2,114195268,114253766,  -6.800678
-2.7596926,1.006018e-05,5.504825e-05,ENSG00000154263.13,ABCA10,17, 67143355, 67240987,  -6.772519
-2.7595653,1.257131e-10,2.083810e-09,ENSG00000220201.3,ZGLP1,19, 10415479, 10420556,  -6.771922
-2.7521614,1.231083e-05,6.590065e-05,ENSG00000167549.14,CORO6,17, 27941774, 27949925,  -6.737257
-2.7452477,1.991725e-33,9.819202e-31,ENSG00000100764.9,PSMC1,14, 90722839, 90738968,  -6.705048
-2.7334973,9.276810e-27,1.865493e-24,ENSG00000167283.3,ATP5L,11,118271869,118302211,  -6.650659
-2.7330204,1.189759e-22,1.567508e-20,ENSG00000198695.2,MT-ND6,MT,    14149,    14673,  -6.648461
-2.7284992,1.285406e-12,3.194286e-11,ENSG00000140398.9,NEIL1,15, 75639296, 75647592,  -6.627658
-2.7219639,3.606085e-04,1.322260e-03,ENSG00000104899.4,AMH,19,  2249308,  2252072,  -6.597703
-2.7064834,9.890659e-33,4.318827e-30,ENSG00000115268.5,RPS15,19,  1438358,  1440583,  -6.527287
-2.7045642,1.137055e-04,4.724954e-04,ENSG00000130595.12,TNNT3,11,  1940792,  1959936,  -6.518609
-2.7031724,2.536682e-08,2.522324e-07,ENSG00000250067.7,YJEFN3,19, 19627036, 19648390,  -6.512324
-2.7003692,3.327668e-16,1.683999e-14,ENSG00000160973.7,FOXH1,8,145698795,145701718,  -6.499682
-2.6990213,5.417874e-20,5.142942e-18,ENSG00000094631.14,HDAC6,X, 48659784, 48683392,  -6.493612
-2.6806898,1.208256e-07,1.039072e-06,ENSG00000205869.2,KRTAP5-1,11,  1605572,  1606513,  -6.411624
-2.6721914,1.344600e-04,5.474806e-04,ENSG00000116176.6,TPSG1,16,  1271651,  1275257,  -6.373966
-2.6672805,6.971034e-23,9.598047e-21,ENSG00000204592.5,HLA-E,6, 30457244, 30461982,  -6.352306
-2.6671987,1.863514e-09,2.367421e-08,ENSG00000151650.7,VENTX,10,135050908,135055433,  -6.351946
-2.6655519,8.097281e-10,1.130144e-08,ENSG00000162383.7,SLC1A7,1, 53552855, 53608289,  -6.344700
-2.6480172,1.687685e-26,3.224112e-24,ENSG00000213722.4,DDAH2,6, 31694815, 31698394,  -6.268052
-2.6405850,1.105862e-17,7.191867e-16,ENSG00000204344.10,STK19,6, 31938868, 31950598,  -6.235845
-2.6328817,1.834081e-09,2.339754e-08,ENSG00000089820.11,ARHGAP4,X,153172821,153200452,  -6.202637
-2.6309050,8.091128e-15,3.130549e-13,ENSG00000148300.7,REXO4,9,136271186,136283164,  -6.194144
-2.6300359,4.493330e-12,1.023421e-10,ENSG00000183798.4,EMILIN3,20, 39988606, 39995467,  -6.190414
-2.6284714,2.880162e-06,1.783530e-05,ENSG00000168477.13,TNXB,6, 32008931, 32083111,  -6.183705
-2.6268400,2.853333e-03,8.117552e-03,ENSG00000255974.2,CYP2A6,19, 41349443, 41356352,  -6.176716
-2.6212075,1.801690e-06,1.177223e-05,ENSG00000213199.3,ASIC3,7,150745379,150749843,  -6.152648
-2.6054178,8.386705e-08,7.478064e-07,ENSG00000171747.4,LGALS4,19, 39292311, 39304004,  -6.085677
-2.6044454,1.347848e-10,2.222132e-09,ENSG00000214787.4,MS4A4E,11, 59968726, 60010561,  -6.081577
-2.6036348,4.143806e-04,1.495037e-03,ENSG00000165810.12,BTNL9,5,180467225,180488523,  -6.078161
-2.5989483,2.903396e-06,1.795735e-05,ENSG00000241644.2,INMT,7, 30737601, 30797218,  -6.058448
-2.5988579,9.581233e-06,5.267266e-05,ENSG00000197165.6,SULT1A2,16, 28603264, 28608430,  -6.058068
-2.5968447,4.813843e-17,2.808014e-15,ENSG00000266714.2,MYO15B,17, 73584139, 73622929,  -6.049621
-2.5898779,1.516446e-03,4.675378e-03,ENSG00000151632.12,AKR1C2,10,  5029967,  5060223,  -6.020477
-2.5898357,5.676104e-18,3.890040e-16,ENSG00000204392.6,LSM2,6, 31765173, 31774761,  -6.020301
-2.5843015,1.334588e-11,2.719534e-10,ENSG00000213139.3,CRYGS,3,186256230,186264491,  -5.997252
-2.5812976,5.143462e-08,4.766982e-07,ENSG00000110665.7,C11orf21,11,  2316875,  2324279,  -5.984778
-2.5734649,1.876033e-04,7.403556e-04,ENSG00000266956.1,CTB-186H2.3,17, 34310692, 34317306,  -5.952373
-2.5683979,1.562756e-02,3.508719e-02,ENSG00000124664.6,SPDEF,6, 34505579, 34524110,  -5.931504
-2.5683398,1.314959e-23,1.913955e-21,ENSG00000068400.9,GRIPAP1,X, 48830134, 48858675,  -5.931265
-2.5676774,3.521378e-03,9.712545e-03,ENSG00000105388.10,CEACAM5,19, 42212504, 42233718,  -5.928542
-2.5596834,2.651909e-14,9.026532e-13,ENSG00000148291.5,SURF2,9,136223428,136228045,  -5.895783
-2.5580992,7.974446e-05,3.442753e-04,ENSG00000183793.9,NPIPA5,16, 15457516, 15474904,  -5.889313
-2.5545262,2.663844e-20,2.576679e-18,ENSG00000160072.15,ATAD3B,1,  1407143,  1433228,  -5.874745
-2.5507612,1.404118e-09,1.858143e-08,ENSG00000197054.7,ZNF763,19, 12035890, 12091196,  -5.859433
-2.5485364,1.047084e-17,6.868064e-16,ENSG00000167702.7,KIFC2,8,145691426,145699585,  -5.850405
-2.5483897,4.771379e-28,1.139390e-25,ENSG00000108465.10,CDK5RAP3,17, 46045176, 46059140,  -5.849810
-2.5412952,5.121788e-29,1.397791e-26,ENSG00000215021.4,PHB2,12,  7074490,  7079988,  -5.821114
-2.5395667,3.577672e-35,1.822585e-32,ENSG00000117616.13,C1orf63,1, 25568728, 25664704,  -5.814144
-2.5262914,1.870270e-12,4.551486e-11,ENSG00000198814.8,GK,X, 30671476, 30748725,  -5.760889
-2.5188489,9.082587e-17,5.018674e-15,ENSG00000182809.6,CRIP2,14,105939299,105946499,  -5.731246
-2.5156829,1.130737e-06,7.756931e-06,ENSG00000158164.6,TMSB15A,X,101768604,101771712,  -5.718683
-2.5118952,5.323231e-11,9.627803e-10,ENSG00000204304.7,PBX2,6, 32152512, 32157963,  -5.703688
-2.5066335,1.681145e-12,4.116723e-11,ENSG00000178685.9,PARP10,8,145051321,145086940,  -5.682924
-2.5002395,1.696084e-02,3.768719e-02,ENSG00000166819.7,PLIN1,15, 90207596, 90222658,  -5.657793
-2.4991897,2.093278e-08,2.114446e-07,ENSG00000184163.3,FAM132A,1,  1177826,  1182102,  -5.653678
-2.4978042,1.884492e-09,2.384163e-08,ENSG00000130208.5,APOC1,19, 45417504, 45422606,  -5.648251
-2.4974590,9.971683e-12,2.093369e-10,ENSG00000147155.6,EBP,X, 48379546, 48387104,  -5.646900
-2.4930423,7.458913e-32,3.018151e-29,ENSG00000143947.8,RPS27A,2, 55459039, 55462989,  -5.629639
-2.4912957,2.082042e-21,2.410594e-19,ENSG00000237441.5,RGL2,6, 33259431, 33267101,  -5.622827
-2.4908997,1.253846e-35,7.097230e-33,ENSG00000197958.8,RPL12,9,130209953,130213684,  -5.621284
-2.4851532,1.221351e-19,1.104492e-17,ENSG00000108773.6,KAT2A,17, 40265126, 40273376,  -5.598938
-2.4830974,2.354316e-07,1.896732e-06,ENSG00000143630.5,HCN3,1,155247374,155259639,  -5.590965
-2.4727547,1.154257e-18,8.732926e-17,ENSG00000189266.7,PNRC2,1, 24285599, 24289952,  -5.551027
-2.4652945,3.013434e-04,1.130722e-03,ENSG00000144045.9,DQX1,2, 74745258, 74753463,  -5.522397
-2.4644632,4.713623e-10,6.913464e-09,ENSG00000173531.11,MST1,3, 49721380, 49726934,  -5.519215
-2.4644286,7.934489e-07,5.640130e-06,ENSG00000223609.3,HBD,11,  5253908,  5256600,  -5.519083
-2.4643941,1.616993e-04,6.474326e-04,ENSG00000167646.9,DNAAF3,19, 55670031, 55678090,  -5.518951
-2.4642648,3.716564e-10,5.574116e-09,ENSG00000164406.7,LEAP2,5,132208014,132210738,  -5.518456
-2.4634551,5.406516e-15,2.168708e-13,ENSG00000215788.5,TNFRSF25,1,  6521211,  6526255,  -5.515360
-2.4610060,3.402236e-35,1.792978e-32,ENSG00000213741.4,RPS29,14, 50043390, 50065408,  -5.506005
-2.4593054,7.237865e-26,1.301368e-23,ENSG00000169062.10,UPF3A,13,115047059,115071283,  -5.499519
-2.4487229,3.501404e-09,4.216860e-08,ENSG00000213901.6,SLC23A3,2,219940051,220035549,  -5.459326
-2.4376931,1.815442e-07,1.492491e-06,ENSG00000064201.11,TSPAN32,11,  2323227,  2339430,  -5.417747
-2.4354903,1.056989e-08,1.153031e-07,ENSG00000142102.11,ATHL1,11,   289135,   296107,  -5.409481
