"log2FoldChange","pval","padj","anno.GeneID","anno.symbol","anno.chr","anno.locstart","anno.locend","foldChange"
-5.0070748,6.900485e-04,1.631402e-02,ENSG00000137331.11,IER3,6, 30710976, 30712331, -32.157310
-4.9802228,2.123116e-04,7.885689e-03,ENSG00000198918.7,RPL39,X,118920467,118925606, -31.564320
-4.9017347,1.159985e-10,1.546724e-07,ENSG00000109475.12,RPL34,4,109541722,109551568, -29.892977
-4.7586375,3.070502e-07,9.748112e-05,ENSG00000197728.5,RPS26,12, 56435637, 56438116, -27.070273
-4.7408904,4.875243e-04,1.300130e-02,ENSG00000244734.2,HBB,11,  5246694,  5250625, -26.739311
-4.7217030,2.197713e-05,1.940682e-03,ENSG00000066379.10,ZNRD1,6, 30026676, 30032686, -26.386042
-4.6962753,6.528645e-11,1.243614e-07,ENSG00000163682.11,RPL9,4, 39455744, 39460568, -25.925057
-4.6761010,4.779303e-05,2.955482e-03,ENSG00000168614.13,NBPF9,1,144811744,144830413, -25.565051
-4.6596608,9.448817e-06,1.124915e-03,ENSG00000099290.11,FAM21A,10, 51827648, 51893269, -25.275379
-4.5465208,3.856356e-03,4.452004e-02,ENSG00000172236.12,TPSAB1,16,  1290697,  1292555, -23.368946
-4.4591974,5.286345e-09,3.524406e-06,ENSG00000180879.9,SSR4,X,153058971,153063960, -21.996429
-4.4087295,2.203444e-11,4.896786e-08,ENSG00000170889.9,RPS9,19, 54704610, 54752862, -21.240260
-4.4009746,4.567664e-10,4.350374e-07,ENSG00000137312.10,FLOT1,6, 30695486, 30710510, -21.126393
-4.3536247,5.446156e-06,7.410106e-04,ENSG00000186166.4,CCDC84,11,118868852,118886501, -20.444271
-4.2912384,3.629235e-08,1.613074e-05,ENSG00000204356.7,NELFE,6, 31919864, 31926887, -19.579043
-4.2898778,1.032529e-04,4.864928e-03,ENSG00000175265.13,GOLGA8A,15, 34671269, 34880704, -19.560588
-4.2853458,5.030893e-10,4.472128e-07,ENSG00000229117.4,RPL41,12, 56510370, 56511727, -19.499237
-4.1843028,3.517707e-04,1.065961e-02,ENSG00000205246.4,RPSAP58,19, 23945807, 24010937, -18.180284
-4.1019501,1.124502e-05,1.211275e-03,ENSG00000196976.5,LAGE3,X,153706028,153707596, -17.171571
-4.0586089,7.077559e-06,9.162347e-04,ENSG00000161970.8,RPL26,17,  8280838,  8286531, -16.663377
-4.0134617,8.715112e-06,1.078193e-03,ENSG00000269018.1,AP001362.1,11, 65358665, 65359947, -16.149994
-3.9460256,2.392712e-10,2.658702e-07,ENSG00000156508.13,EEF1A1,6, 74225473, 74233520, -15.412464
-3.9096685,1.298844e-04,5.719555e-03,ENSG00000163041.5,H3F3A,1,226249552,226259702, -15.028910
-3.9008029,7.283152e-05,3.900143e-03,ENSG00000204642.9,HLA-F,6, 29690552, 29706305, -14.936838
-3.8834136,3.376416e-04,1.034830e-02,ENSG00000127952.12,STYXL1,7, 75625656, 75677322, -14.757880
-3.8802218,8.248303e-04,1.788339e-02,ENSG00000197182.8,FLJ27365,22, 46449749, 46509808, -14.725266
-3.8377506,9.459482e-04,1.937523e-02,ENSG00000184227.3,ACOT1,14, 74003818, 74010498, -14.298091
-3.7975009,2.604600e-03,3.531334e-02,ENSG00000183793.9,NPIPA5,16, 15457516, 15474904, -13.904702
-3.7859452,8.721841e-06,1.078193e-03,ENSG00000214706.6,IFRD2,3, 50325163, 50330349, -13.793773
-3.7795363,1.699679e-04,6.826360e-03,ENSG00000114383.5,TUSC2,3, 50357458, 50365682, -13.732632
-3.7624759,1.016690e-04,4.841624e-03,ENSG00000134056.7,MRPS36,5, 68513587, 68525956, -13.571196
-3.6994342,6.399784e-10,5.333420e-07,ENSG00000129968.11,ABHD17A,19,  1876809,  1885546, -12.990942
-3.6752981,1.360669e-10,1.649378e-07,ENSG00000168028.9,RPSA,3, 39448180, 39454033, -12.775414
-3.6680498,3.417393e-05,2.507797e-03,ENSG00000154263.13,ABCA10,17, 67143355, 67240987, -12.711389
-3.6672964,7.985826e-05,4.192244e-03,ENSG00000178773.10,CPNE7,16, 89642176, 89663654, -12.704753
-3.6304335,3.342909e-08,1.537047e-05,ENSG00000101940.13,WDR13,X, 48448430, 48463581, -12.384240
-3.6070992,1.308872e-04,5.722131e-03,ENSG00000146574.11,CCZ1B,7,  6833765,  6866401, -12.185547
-3.5810755,7.608421e-09,4.830985e-06,ENSG00000196262.9,PPIA,7, 44836279, 44864163, -11.967712
-3.5727125,2.788050e-04,9.272586e-03,ENSG00000108106.9,UBE2S,19, 55912652, 55919145, -11.898539
-3.5700490,4.985716e-05,2.981145e-03,ENSG00000196436.7,NPIPB15,16, 74411776, 74425978, -11.876592
-3.5520097,2.940767e-04,9.563948e-03,ENSG00000076344.11,RGS11,16,   318300,   325980, -11.729013
-3.4433089,1.074731e-05,1.184336e-03,ENSG00000183798.4,EMILIN3,20, 39988606, 39995467, -10.877755
-3.4146176,3.639283e-07,1.102868e-04,ENSG00000215252.7,GOLGA8B,15, 34817408, 34880704, -10.663563
-3.4089102,3.067541e-10,3.146353e-07,ENSG00000140988.11,RPS2,16,  2012053,  2014861, -10.621460
-3.4066412,3.244287e-05,2.457916e-03,ENSG00000204305.9,AGER,6, 32148745, 32152101, -10.604768
-3.3952783,1.562815e-08,8.335430e-06,ENSG00000204387.8,C6orf48,6, 31802385, 31807541, -10.521572
-3.3937034,6.486966e-04,1.564145e-02,ENSG00000010626.10,LRRC23,12,  6982733,  7023407, -10.510092
-3.3742486,4.320253e-08,1.785274e-05,ENSG00000171863.8,RPS7,2,  3622795,  3628509, -10.369315
-3.3548432,2.388927e-04,8.426970e-03,ENSG00000130208.5,APOC1,19, 45417504, 45422606, -10.230773
-3.3454082,2.169253e-06,4.132118e-04,ENSG00000147123.10,NDUFB11,X, 47001615, 47004903, -10.164083
-3.3064301,9.417848e-11,1.395307e-07,ENSG00000089009.11,RPL6,12,112842994,112856642,  -9.893151
-3.2844174,1.813500e-05,1.679250e-03,ENSG00000234745.5,HLA-B,6, 31321649, 31324965,  -9.743347
-3.2803064,2.297157e-08,1.134455e-05,ENSG00000109686.12,SH3D19,4,152023903,152246784,  -9.715622
-3.2284407,4.934209e-05,2.977047e-03,ENSG00000185522.4,C11orf35,11,   554855,   560779,  -9.372544
-3.2088815,4.289434e-04,1.179285e-02,ENSG00000153291.11,SLC25A27,6, 46620678, 46645930,  -9.246334
-3.1854704,8.166656e-04,1.782612e-02,ENSG00000204525.10,HLA-C,6, 31236526, 31239907,  -9.097501
-3.1799999,3.331949e-06,5.601701e-04,ENSG00000117289.7,TXNIP,1,145438469,145442635,  -9.063070
-3.1785406,3.205334e-04,1.004509e-02,ENSG00000256525.2,POLG2,17, 62473902, 62493154,  -9.053908
-3.1241625,2.196683e-03,3.159578e-02,ENSG00000213366.8,GSTM2,1,110210644,110252171,  -8.718999
-3.1168852,2.395258e-04,8.427009e-03,ENSG00000169715.10,MT1E,16, 56659387, 56661024,  -8.675129
-3.0399380,2.545510e-05,2.125629e-03,ENSG00000225190.4,PLEKHM1,17, 43513266, 43568115,  -8.224557
-3.0054935,4.016919e-06,5.979526e-04,ENSG00000136682.10,CBWD2,2,114195268,114253766,  -8.030520
-2.9949485,1.267700e-07,4.448294e-05,ENSG00000177954.7,RPS27,1,153963235,153964626,  -7.972038
-2.9884504,2.774026e-05,2.228245e-03,ENSG00000102878.11,HSF4,16, 67197288, 67203848,  -7.936211
-2.9659377,8.273831e-05,4.276096e-03,ENSG00000204348.5,DXO,6, 31937587, 31940069,  -7.813331
-2.9616286,3.715658e-03,4.345397e-02,ENSG00000168255.14,POLR2J3,7,102178365,102213103,  -7.790028
-2.9562362,4.967205e-05,2.981145e-03,ENSG00000204386.6,NEU1,6, 31825436, 31830683,  -7.760966
-2.9543393,2.913485e-04,9.545063e-03,ENSG00000047634.10,SCML1,X, 17755588, 17773105,  -7.750768
-2.9401066,4.411444e-03,4.795143e-02,ENSG00000142102.11,ATHL1,11,   289135,   296107,  -7.674680
-2.9354314,1.388453e-08,7.714012e-06,ENSG00000213722.4,DDAH2,6, 31694815, 31698394,  -7.649850
-2.9306719,5.702054e-05,3.225410e-03,ENSG00000144199.7,FAHD2B,2, 97749320, 97760619,  -7.624654
-2.9250882,3.360852e-06,5.601701e-04,ENSG00000196704.7,AMZ2,17, 66243715, 66253297,  -7.595201
-2.9246892,1.737848e-03,2.748810e-02,ENSG00000177990.7,DPY19L2,12, 63952693, 64062719,  -7.593101
-2.9109400,1.700986e-07,5.670237e-05,ENSG00000100764.9,PSMC1,14, 90722839, 90738968,  -7.521081
-2.8963427,9.826314e-06,1.131049e-03,ENSG00000109536.7,FRG1,4,190861943,190884359,  -7.445366
-2.8914879,1.186631e-03,2.212376e-02,ENSG00000184110.10,EIF3C,16, 28699879, 28747051,  -7.420353
-2.8832533,3.319059e-03,4.087044e-02,ENSG00000078814.11,MYH7B,20, 33563206, 33590240,  -7.378120
-2.8830436,7.544949e-07,1.934699e-04,ENSG00000204592.5,HLA-E,6, 30457244, 30461982,  -7.377048
-2.8728719,3.512356e-03,4.240384e-02,ENSG00000186281.8,GPAT2,2, 96687694, 96705199,  -7.325219
-2.8514777,6.101710e-04,1.512271e-02,ENSG00000196502.7,SULT1A1,16, 28616903, 28634946,  -7.217392
-2.8281663,3.776454e-05,2.602020e-03,ENSG00000140398.9,NEIL1,15, 75639296, 75647592,  -7.101710
-2.8270113,9.208296e-05,4.615918e-03,ENSG00000233927.4,RPS28,19,  8386042,  8388224,  -7.096026
-2.8255353,2.012704e-04,7.667829e-03,ENSG00000240038.2,AMY2B,1,104096437,104122156,  -7.088770
-2.8128930,4.231529e-03,4.711886e-02,ENSG00000152076.14,CCDC74B,2,130896860,130902707,  -7.026923
-2.7999053,2.307278e-03,3.252141e-02,ENSG00000196126.6,HLA-DRB1,6, 32546546, 32557625,  -6.963947
-2.7952152,1.375176e-08,7.714012e-06,ENSG00000215021.4,PHB2,12,  7074490,  7079988,  -6.941345
-2.7844286,1.277846e-05,1.271552e-03,ENSG00000167283.3,ATP5L,11,118271869,118302211,  -6.889640
-2.7824685,1.855373e-06,3.638169e-04,ENSG00000131795.8,RBM8A,1,145507598,145513536,  -6.880286
-2.7813644,4.418332e-08,1.785274e-05,ENSG00000114391.8,RPL24,3,101399935,101405626,  -6.875022
-2.7786676,1.696813e-04,6.826360e-03,ENSG00000204790.8,CBWD6,9, 69204538, 69269662,  -6.862183
-2.7763590,3.568316e-03,4.274926e-02,ENSG00000197599.8,CCDC154,16,  1484384,  1494557,  -6.851211
-2.7582439,1.306146e-03,2.319061e-02,ENSG00000167968.8,DNASE1L2,16,  2285817,  2288712,  -6.765722
-2.7531920,1.959034e-03,2.948280e-02,ENSG00000089820.11,ARHGAP4,X,153172821,153200452,  -6.742072
-2.7481825,1.369283e-07,4.681542e-05,ENSG00000115268.5,RPS15,19,  1438358,  1440583,  -6.718702
-2.7103781,7.374775e-08,2.879958e-05,ENSG00000188846.9,RPL14,3, 40498783, 40503861,  -6.544932
-2.6869489,3.759718e-04,1.097756e-02,ENSG00000166762.12,CATSPER2,15, 43920701, 43960316,  -6.439501
-2.6768441,3.114957e-08,1.483387e-05,ENSG00000197958.8,RPL12,9,130209953,130213684,  -6.394556
-2.6758550,2.328507e-06,4.312266e-04,ENSG00000258890.2,CEP95,17, 62502706, 62538579,  -6.390173
-2.6625058,1.249523e-03,2.266822e-02,ENSG00000105341.14,ATP5SL,19, 41937223, 41946622,  -6.331318
-2.6611283,5.982557e-05,3.330446e-03,ENSG00000160973.7,FOXH1,8,145698795,145701718,  -6.325275
-2.6588799,3.943154e-06,5.979526e-04,ENSG00000122674.8,CCZ1,7,  5938356,  5965605,  -6.315425
-2.6282661,2.509601e-03,3.435629e-02,ENSG00000147155.6,EBP,X, 48379546, 48387104,  -6.182825
-2.6260166,1.056889e-06,2.472380e-04,ENSG00000143947.8,RPS27A,2, 55459039, 55462989,  -6.173192
-2.6114819,3.571844e-05,2.516272e-03,ENSG00000204590.8,GNL1,6, 30509154, 30524951,  -6.111311
-2.6064187,3.326164e-04,1.024274e-02,ENSG00000222046.2,DCDC2B,1, 32674695, 32681797,  -6.089901
-2.5933107,2.059319e-03,3.040859e-02,ENSG00000075826.12,SEC31B,10,102246399,102289628,  -6.034820
-2.5909304,1.331171e-03,2.350972e-02,ENSG00000163040.10,CCDC74A,2,132285248,132291239,  -6.024871
-2.5702298,1.065369e-03,2.076846e-02,ENSG00000196313.7,POM121,7, 72349936, 72421979,  -5.939040
-2.5427060,1.344526e-04,5.829961e-03,ENSG00000167702.7,KIFC2,8,145691426,145699585,  -5.826809
-2.5243780,8.462710e-04,1.816557e-02,ENSG00000177989.9,ODF3B,22, 50968139, 50971009,  -5.753253
-2.5218846,5.171777e-04,1.350391e-02,ENSG00000231389.3,HLA-DPA1,6, 33032346, 33048552,  -5.743319
-2.5206070,7.309042e-07,1.910956e-04,ENSG00000167685.10,ZNF444,19, 56643968, 56672262,  -5.738235
-2.5178087,1.736927e-05,1.619594e-03,ENSG00000175602.2,CCDC85B,11, 65657875, 65659105,  -5.727115
-2.5033518,5.361920e-06,7.370706e-04,ENSG00000111057.6,KRT18,12, 53342655, 53346685,  -5.670012
-2.4665542,5.360857e-06,7.370706e-04,ENSG00000134058.6,CDK7,5, 68530668, 68573250,  -5.527221
-2.4595207,3.367101e-05,2.503043e-03,ENSG00000094631.14,HDAC6,X, 48659784, 48683392,  -5.500340
-2.4541725,3.960476e-05,2.694336e-03,ENSG00000112511.13,PHF1,6, 33378176, 33384230,  -5.479987
-2.4524470,6.082348e-05,3.365229e-03,ENSG00000126768.8,TIMM17B,X, 48750730, 48755426,  -5.473437
-2.4427565,8.240620e-05,4.275503e-03,ENSG00000204392.6,LSM2,6, 31765173, 31774761,  -5.436795
-2.4384590,3.941515e-04,1.122995e-02,ENSG00000105048.12,TNNT1,19, 55644162, 55660722,  -5.420624
-2.4157360,3.589523e-05,2.516272e-03,ENSG00000172809.8,RPL38,17, 72199721, 72206794,  -5.335916
-2.4106228,3.106992e-03,3.939960e-02,ENSG00000064205.6,WISP2,20, 43343485, 43357150,  -5.317038
-2.4085349,3.977015e-04,1.125892e-02,ENSG00000101104.8,PABPC1L,20, 43538703, 43587676,  -5.309349
-2.3855036,4.578855e-03,4.888267e-02,ENSG00000134152.6,KATNBL1,15, 34432875, 34502297,  -5.225263
-2.3831218,3.422972e-05,2.507797e-03,ENSG00000013573.12,DDX11,12, 31226779, 31257725,  -5.216643
-2.3786011,8.841713e-07,2.143553e-04,ENSG00000213741.4,RPS29,14, 50043390, 50065408,  -5.200322
-2.3691598,5.322800e-06,7.370706e-04,ENSG00000172115.4,CYCS,7, 25159710, 25164980,  -5.166401
-2.3639126,1.213764e-03,2.232322e-02,ENSG00000204536.9,CCHCR1,6, 31110216, 31126015,  -5.147645
-2.3600920,1.713772e-03,2.723652e-02,ENSG00000148300.7,REXO4,9,136271186,136283164,  -5.134031
-2.3536382,2.382073e-06,4.351036e-04,ENSG00000142188.12,TMEM50B,21, 34804792, 34852318,  -5.111116
-2.3514811,4.068127e-06,5.979526e-04,ENSG00000171314.8,PGAM1,10, 99185917, 99193198,  -5.103479
-2.3426444,4.496623e-03,4.844433e-02,ENSG00000186628.8,FSD2,15, 83424114, 83474822,  -5.072315
-2.3226548,2.936101e-03,3.793602e-02,ENSG00000148291.5,SURF2,9,136223428,136228045,  -5.002519
-2.3060986,2.576558e-06,4.620592e-04,ENSG00000198830.6,HMGN2,1, 26798941, 26802463,  -4.945439
-2.2980309,5.289516e-05,3.129742e-03,ENSG00000204344.10,STK19,6, 31938868, 31950598,  -4.917861
-2.2809615,6.816397e-06,8.910768e-04,ENSG00000204370.4,SDHD,11,111957497,111990353,  -4.860018
-2.2650943,9.844047e-04,1.979335e-02,ENSG00000145020.10,AMT,3, 49454211, 49460186,  -4.806858
-2.2641765,2.855464e-05,2.266355e-03,ENSG00000101997.8,CCDC22,X, 49091927, 49106987,  -4.803801
-2.2605342,2.452761e-03,3.368189e-02,ENSG00000198695.2,MT-ND6,MT,    14149,    14673,  -4.791689
-2.2442638,3.030437e-05,2.363032e-03,ENSG00000068400.9,GRIPAP1,X, 48830134, 48858675,  -4.737953
-2.2422930,2.401053e-03,3.328030e-02,ENSG00000103260.4,METRN,16,   765115,   769655,  -4.731485
-2.2405979,2.598953e-06,4.620592e-04,ENSG00000108465.10,CDK5RAP3,17, 46045176, 46059140,  -4.725929
-2.2361315,4.155732e-05,2.756842e-03,ENSG00000205664.6,RP11-706O15.1,X,  3735569,  3761898,  -4.711320
-2.2349769,5.074966e-06,7.198894e-04,ENSG00000125503.8,PPP1R12C,19, 55602281, 55628927,  -4.707552
-2.2349178,3.993459e-04,1.126334e-02,ENSG00000088881.16,EBF4,20,  2673524,  2740753,  -4.707359
-2.2343265,7.129843e-04,1.659151e-02,ENSG00000215788.5,TNFRSF25,1,  6521211,  6526255,  -4.705430
-2.2339998,1.588396e-06,3.216145e-04,ENSG00000114942.9,EEF1B2,2,207024309,207027652,  -4.704364
-2.2297275,8.757258e-06,1.078193e-03,ENSG00000167526.9,RPL13,16, 89627065, 89630950,  -4.690454
-2.2264978,4.155001e-08,1.785274e-05,ENSG00000181163.9,NPM1,5,170814120,170838141,  -4.679965
-2.2190923,7.559512e-08,2.879958e-05,ENSG00000165637.9,VDAC2,10, 76969912, 76991206,  -4.656004
-2.2175659,4.501861e-03,4.844433e-02,ENSG00000182325.6,FBXL6,8,145579091,145583036,  -4.651081
-2.2047519,4.493548e-05,2.866841e-03,ENSG00000168528.7,SERINC2,1, 31882412, 31907525,  -4.609953
-2.2010895,6.834975e-05,3.689779e-03,ENSG00000172785.14,CBWD1,9,   121041,   188979,  -4.598265
-2.1968197,4.356152e-04,1.192709e-02,ENSG00000196757.3,ZNF700,19, 12035883, 12061588,  -4.584676
-2.1881115,7.992933e-07,1.973662e-04,ENSG00000171163.11,ZNF692,1,249144205,249153343,  -4.557086
-2.1837671,3.643004e-03,4.298745e-02,ENSG00000140859.11,KIFC3,16, 57792129, 57896957,  -4.543384
-2.1822311,1.131632e-06,2.557488e-04,ENSG00000166971.12,AKTIP,16, 53524952, 53538323,  -4.538549
-2.1820375,2.436914e-04,8.551003e-03,ENSG00000178685.9,PARP10,8,145051321,145086940,  -4.537940
-2.1792689,4.108190e-05,2.738930e-03,ENSG00000111678.6,C12orf57,12,  7052141,  7055166,  -4.529240
-2.1785356,1.427486e-03,2.432590e-02,ENSG00000102030.11,NAA10,X,153194695,153200676,  -4.526938
-2.1769742,3.958793e-04,1.125003e-02,ENSG00000155026.12,RSPH10B,7,  5965181,  6010314,  -4.522041
-2.1682252,2.805167e-03,3.721801e-02,ENSG00000189171.9,S100A13,1,153591263,153606568,  -4.494701
-2.1648629,4.310185e-04,1.182552e-02,ENSG00000154025.11,SLC5A10,17, 18853658, 18925908,  -4.484238
-2.1644524,6.965006e-04,1.643741e-02,ENSG00000173272.9,MZT2A,2,132222473,132250316,  -4.482962
-2.1642962,1.372865e-06,3.000947e-04,ENSG00000176444.14,CLK2,1,155232659,155248282,  -4.482477
-2.1638507,1.908503e-05,1.731155e-03,ENSG00000196998.11,WDR45,X, 48929385, 48958108,  -4.481093
-2.1582607,8.073690e-08,2.990405e-05,ENSG00000117616.13,C1orf63,1, 25568728, 25664704,  -4.463764
-2.1556569,3.509509e-03,4.240384e-02,ENSG00000188818.8,ZDHHC11,5,   710471,   851101,  -4.455715
-2.1555407,2.965488e-04,9.574291e-03,ENSG00000234545.3,FAM133B,7, 92190107, 92219708,  -4.455356
-2.1436836,1.283233e-03,2.302207e-02,ENSG00000168071.17,CCDC88B,11, 64107695, 64125006,  -4.418889
-2.1405010,4.146373e-07,1.224844e-04,ENSG00000169062.10,UPF3A,13,115047059,115071283,  -4.409151
-2.1393500,1.527690e-03,2.539928e-02,ENSG00000203896.5,LIME1,20, 62366815, 62370456,  -4.405635
-2.1356618,8.681642e-09,5.261865e-06,ENSG00000170144.14,HNRNPA3,2,178077291,178088686,  -4.394387
-2.1338538,1.387359e-04,5.967435e-03,ENSG00000160072.15,ATAD3B,1,  1407143,  1433228,  -4.388883
-2.1319041,3.530463e-05,2.516272e-03,ENSG00000144134.14,RABL2A,2,114384806,114400973,  -4.382956
-2.1291655,1.421214e-06,3.056526e-04,ENSG00000166441.8,RPL27A,11,  8703958,  8736306,  -4.374644
-2.1223248,3.997422e-03,4.562895e-02,ENSG00000092758.11,COL9A3,20, 61447596, 61472511,  -4.353950
-2.1210201,1.632125e-05,1.543457e-03,ENSG00000237441.5,RGL2,6, 33259431, 33267101,  -4.350014
-2.1180999,1.377964e-03,2.384886e-02,ENSG00000204564.7,C6orf136,6, 30614816, 30620987,  -4.341218
-2.1176309,1.043030e-05,1.178916e-03,ENSG00000130305.12,NSUN5,7, 72716514, 72722864,  -4.339807
-2.1087875,1.060972e-05,1.178916e-03,ENSG00000148362.6,C9orf142,9,139886870,139888436,  -4.313286
-2.1038976,3.108473e-03,3.939960e-02,ENSG00000177943.9,MAMDC4,9,139745395,139755249,  -4.298692
-2.0995998,1.174511e-05,1.212837e-03,ENSG00000065978.13,YBX1,1, 43148098, 43168020,  -4.285905
-2.0879039,2.895079e-03,3.772365e-02,ENSG00000214021.11,TTLL3,3,  9849770,  9896822,  -4.251300
-2.0794159,3.894988e-06,5.979526e-04,ENSG00000168259.10,DNAJC7,17, 40128451, 40173394,  -4.226361
-2.0698180,8.888823e-06,1.078193e-03,ENSG00000182809.6,CRIP2,14,105939299,105946499,  -4.198337
-2.0657290,2.274865e-06,4.272260e-04,ENSG00000204560.5,DHX16,6, 30620896, 30640814,  -4.186455
-2.0576746,4.899632e-05,2.977047e-03,ENSG00000189266.7,PNRC2,1, 24285599, 24289952,  -4.163147
-2.0506418,1.736639e-04,6.933038e-03,ENSG00000135407.6,AVIL,12, 58191159, 58212487,  -4.142902
-2.0502681,3.212596e-03,4.009344e-02,ENSG00000164620.4,RELL2,5,141016517,141020644,  -4.141829
-2.0500148,3.576246e-04,1.074001e-02,ENSG00000142765.13,SYTL1,1, 27668513, 27680421,  -4.141102
-2.0443500,1.577298e-03,2.593303e-02,ENSG00000105136.15,ZNF419,19, 57999079, 58006048,  -4.124874
-2.0418351,3.736227e-03,4.354794e-02,ENSG00000173917.9,HOXB2,17, 46618256, 46623441,  -4.117690
-2.0389722,1.893043e-03,2.889538e-02,ENSG00000213139.3,CRYGS,3,186256230,186264491,  -4.109526
-2.0386814,9.619103e-06,1.131049e-03,ENSG00000120458.5,MSANTD2,11,124636394,124670569,  -4.108698
-2.0268567,9.850665e-05,4.741833e-03,ENSG00000132793.7,LPIN3,20, 39969560, 39989222,  -4.075160
-2.0241499,1.349835e-06,2.999782e-04,ENSG00000182108.5,DEXI,16, 11022748, 11036317,  -4.067521
-2.0216460,1.492111e-05,1.431354e-03,ENSG00000130684.9,ZNF337,20, 25654851, 25677477,  -4.060468
-2.0090726,2.466407e-03,3.383443e-02,ENSG00000175463.7,TBC1D10C,11, 67171386, 67177560,  -4.025234
-2.0087853,2.172048e-03,3.137821e-02,ENSG00000198814.8,GK,X, 30671476, 30748725,  -4.024432
-2.0060384,4.788031e-04,1.279431e-02,ENSG00000160256.8,FAM207A,21, 46359925, 46396904,  -4.016777
-2.0030260,3.917800e-05,2.678972e-03,ENSG00000244165.1,P2RY11,19, 10222214, 10226048,  -4.008399
-2.0022691,7.707281e-04,1.735961e-02,ENSG00000197948.6,FCHSD1,5,141018869,141030986,  -4.006296
-1.9704815,9.855128e-04,1.979335e-02,ENSG00000005379.11,BZRAP1,17, 56378592, 56406152,  -3.918989
-1.9563537,1.150944e-04,5.280454e-03,ENSG00000108773.6,KAT2A,17, 40265126, 40273376,  -3.880799
-1.9508150,4.837202e-05,2.972316e-03,ENSG00000198804.2,MT-CO1,MT,     5904,     7445,  -3.865929
-1.9444132,1.521203e-03,2.536081e-02,ENSG00000071894.10,CPSF1,8,145618444,145634753,  -3.848812
-1.9439471,1.053585e-05,1.178916e-03,ENSG00000145741.11,BTF3,5, 72794233, 72801460,  -3.847569
-1.9417098,1.945656e-03,2.938095e-02,ENSG00000137700.12,SLC37A4,11,118894824,118901616,  -3.841607
-1.9371435,1.643928e-03,2.666994e-02,ENSG00000160360.7,GPSM1,9,139221932,139254057,  -3.829467
-1.9212537,3.653170e-03,4.303124e-02,ENSG00000188747.4,NOXA1,9,140317802,140328858,  -3.787520
-1.8963515,4.496232e-03,4.844433e-02,ENSG00000189190.7,ZNF600,19, 53267448, 53290044,  -3.722705
-1.8957098,1.720697e-04,6.890024e-03,ENSG00000170421.7,KRT8,12, 53290977, 53343738,  -3.721050
-1.8777885,5.590766e-05,3.215313e-03,ENSG00000173786.12,CNP,17, 40118759, 40129749,  -3.675113
-1.8746668,5.650070e-05,3.219574e-03,ENSG00000205923.2,CEMP1,16,  2577081,  2581420,  -3.667169
-1.8742880,5.506061e-06,7.415942e-04,ENSG00000131037.10,EPS8L1,19, 55583388, 55599291,  -3.666206
-1.8739488,3.692426e-03,4.334050e-02,ENSG00000267796.3,LIN37,19, 36239262, 36245420,  -3.665344
-1.8646494,4.015744e-06,5.979526e-04,ENSG00000198755.6,RPL10A,6, 35436185, 35438562,  -3.641794
-1.8587477,4.547131e-04,1.237376e-02,ENSG00000204227.4,RING1,6, 33176272, 33180499,  -3.626927
-1.8422303,3.965438e-04,1.125003e-02,ENSG00000205084.6,TMEM231,16, 75572015, 75590184,  -3.585639
-1.8403272,1.773661e-04,7.059699e-03,ENSG00000166676.10,TVP23A,16, 10854776, 10912651,  -3.580912
