"log2FoldChange","pval","padj","anno.GeneID","anno.symbol","anno.chr","anno.locstart","anno.locend","foldChange"
-3.7628454,5.486797e-13,9.727926e-12,ENSG00000029993.10,HMGB3,X,150148982,150159248, -13.574672
-3.7596329,1.023464e-20,7.448384e-19,ENSG00000254206.1,NPIPB11,16, 29392675, 29415350, -13.544478
-3.7130351,1.557124e-14,3.644337e-13,ENSG00000163041.5,H3F3A,1,226249552,226259702, -13.113993
-3.7071767,1.909024e-16,6.483469e-15,ENSG00000184682.5,C11orf89,11,  1910375,  1912084, -13.060848
-3.6958273,1.751586e-13,3.342009e-12,ENSG00000122497.13,NBPF14,1,148003642,148025863, -12.958504
-3.6760526,2.544300e-08,1.854294e-07,ENSG00000162747.5,FCGR3B,1,161592986,161601753, -12.782097
-3.6625464,1.295178e-07,8.199752e-07,ENSG00000102287.12,GABRE,X,151121596,151143152, -12.662991
-3.6562849,1.747288e-06,8.803157e-06,ENSG00000104899.4,AMH,19,  2249308,  2252072, -12.608152
-3.6143802,1.747828e-52,2.226005e-49,ENSG00000156508.13,EEF1A1,6, 74225473, 74233520, -12.247201
-3.6112560,8.798116e-14,1.769232e-12,ENSG00000197182.8,FLJ27365,22, 46449749, 46509808, -12.220709
-3.6070544,3.085120e-32,9.622425e-30,ENSG00000101940.13,WDR13,X, 48448430, 48463581, -12.185170
-3.6059021,8.850703e-24,9.661807e-22,ENSG00000066379.10,ZNRD1,6, 30026676, 30032686, -12.175441
-3.5600454,3.174897e-03,7.688472e-03,ENSG00000167768.4,KRT1,12, 53068520, 53074191, -11.794525
-3.5401851,3.514180e-42,2.557486e-39,ENSG00000171863.8,RPS7,2,  3622795,  3628509, -11.633273
-3.5378835,9.036353e-42,6.277390e-39,ENSG00000129968.11,ABHD17A,19,  1876809,  1885546, -11.614728
-3.5318710,5.757509e-19,3.034207e-17,ENSG00000108106.9,UBE2S,19, 55912652, 55919145, -11.566424
-3.5208367,3.590638e-12,5.454842e-11,ENSG00000177990.7,DPY19L2,12, 63952693, 64062719, -11.478297
-3.5039467,3.558750e-15,9.377305e-14,ENSG00000100918.8,REC8,14, 24641062, 24649463, -11.344701
-3.4941052,5.054015e-29,1.003123e-26,ENSG00000214706.6,IFRD2,3, 50325163, 50330349, -11.267575
-3.4756615,1.704252e-22,1.638119e-20,ENSG00000204348.5,DXO,6, 31937587, 31940069, -11.124445
-3.4709786,1.423069e-09,1.319706e-08,ENSG00000237683.5,AL627309.1,1,   134901,   139379, -11.088395
-3.4243087,2.712996e-10,2.901519e-09,ENSG00000169715.10,MT1E,16, 56659387, 56661024, -10.735434
-3.4210451,2.032833e-08,1.516242e-07,ENSG00000158578.14,ALAS2,X, 55035488, 55057497, -10.711177
-3.4109541,2.634294e-17,1.048435e-15,ENSG00000157322.12,CLEC18A,16, 69984810, 69998141, -10.636519
-3.4025561,2.911251e-47,2.341718e-44,ENSG00000168028.9,RPSA,3, 39448180, 39454033, -10.574782
-3.3974002,3.578978e-32,1.072500e-29,ENSG00000147123.10,NDUFB11,X, 47001615, 47004903, -10.537058
-3.3878954,2.269069e-11,2.923961e-10,ENSG00000158517.9,NCF1,7, 74188309, 74203659, -10.467866
-3.3842547,7.452115e-13,1.276801e-11,ENSG00000160323.14,ADAMTS13,9,136279478,136324508, -10.441483
-3.3834368,4.059599e-61,1.034048e-57,ENSG00000089009.11,RPL6,12,112842994,112856642, -10.435565
-3.3668219,1.748817e-13,3.342009e-12,ENSG00000184163.3,FAM132A,1,  1177826,  1182102, -10.316072
-3.3560714,1.056271e-14,2.526288e-13,ENSG00000196976.5,LAGE3,X,153706028,153707596, -10.239486
-3.3545775,1.345581e-06,6.945127e-06,ENSG00000206077.6,ZDHHC11B,5,   710475,   767067, -10.228888
-3.3322344,5.858252e-14,1.206626e-12,ENSG00000177943.9,MAMDC4,9,139745395,139755249, -10.071694
-3.3180660,3.584436e-13,6.568457e-12,ENSG00000100276.9,RASL10A,22, 29708922, 29715668,  -9.973266
-3.3041490,1.133603e-08,8.875436e-08,ENSG00000188818.8,ZDHHC11,5,   710471,   851101,  -9.877521
-3.2592402,1.052586e-07,6.801978e-07,ENSG00000169402.11,RSPH10B2,7,  6793740,  6838996,  -9.574786
-3.2534089,3.303214e-41,2.103459e-38,ENSG00000109686.12,SH3D19,4,152023903,152246784,  -9.536163
-3.2164314,2.995709e-14,6.587542e-13,ENSG00000010626.10,LRRC23,12,  6982733,  7023407,  -9.294849
-3.2094716,2.371895e-51,2.416645e-48,ENSG00000114391.8,RPL24,3,101399935,101405626,  -9.250117
-3.1991099,2.803209e-11,3.552359e-10,ENSG00000250067.7,YJEFN3,19, 19627036, 19648390,  -9.183919
-3.1648976,1.273014e-53,1.768679e-50,ENSG00000196262.9,PPIA,7, 44836279, 44864163,  -8.968692
-3.1627566,5.318265e-09,4.426963e-08,ENSG00000185522.4,C11orf35,11,   554855,   560779,  -8.955392
-3.1240559,4.618605e-24,5.307229e-22,ENSG00000204392.6,LSM2,6, 31765173, 31774761,  -8.718355
-3.1051228,4.838479e-14,1.019044e-12,ENSG00000165359.10,DDX26B,X,134654584,134716435,  -8.604688
-3.0870124,6.992673e-27,1.090500e-24,ENSG00000204592.5,HLA-E,6, 30457244, 30461982,  -8.497346
-3.0824629,6.408407e-06,2.869607e-05,ENSG00000196139.7,AKR1C3,10,  5077546,  5149878,  -8.470593
-3.0736405,3.242467e-12,4.970373e-11,ENSG00000213366.8,GSTM2,1,110210644,110252171,  -8.418951
-3.0704241,5.154343e-10,5.175678e-09,ENSG00000269515.1,AL137026.1,10, 44873687, 44878739,  -8.400202
-3.0660037,9.947424e-05,3.466779e-04,ENSG00000151632.12,AKR1C2,10,  5029967,  5060223,  -8.374504
-3.0628763,1.641139e-15,4.543755e-14,ENSG00000196502.7,SULT1A1,16, 28616903, 28634946,  -8.356369
-3.0593095,2.292798e-13,4.283719e-12,ENSG00000213901.6,SLC23A3,2,219940051,220035549,  -8.335736
-3.0543466,6.176527e-12,8.964469e-11,ENSG00000186523.10,FAM86B1,8, 12039605, 12051642,  -8.307110
-3.0532905,3.543807e-13,6.501800e-12,ENSG00000168071.17,CCDC88B,11, 64107695, 64125006,  -8.301031
-3.0501677,5.365459e-11,6.492502e-10,ENSG00000146574.11,CCZ1B,7,  6833765,  6866401,  -8.283082
-3.0360893,8.587757e-38,3.860197e-35,ENSG00000115268.5,RPS15,19,  1438358,  1440583,  -8.202646
-3.0278397,4.175577e-14,8.937722e-13,ENSG00000256525.2,POLG2,17, 62473902, 62493154,  -8.155875
-3.0275445,4.021685e-10,4.130605e-09,ENSG00000205078.5,SYCE1L,16, 77233294, 77247112,  -8.154206
-3.0191005,2.770231e-14,6.171639e-13,ENSG00000178896.6,EXOSC4,8,145133529,145135550,  -8.106620
-3.0164801,1.541861e-08,1.175275e-07,ENSG00000184227.3,ACOT1,14, 74003818, 74010498,  -8.091909
-3.0163675,3.269890e-22,3.028711e-20,ENSG00000258890.2,CEP95,17, 62502706, 62538579,  -8.091278
-3.0147194,2.624548e-06,1.274173e-05,ENSG00000066230.6,SLC9A3,5,   473425,   524447,  -8.082039
-3.0125255,2.874611e-19,1.569024e-17,ENSG00000204386.6,NEU1,6, 31825436, 31830683,  -8.069758
-3.0051492,5.123359e-07,2.898937e-06,ENSG00000149451.13,ADAM33,20,  3648612,  3662893,  -8.028604
-2.9731321,5.644258e-16,1.756847e-14,ENSG00000147155.6,EBP,X, 48379546, 48387104,  -7.852391
-2.9621792,6.703520e-13,1.168889e-11,ENSG00000243716.6,NPIPB5,16, 22490442, 22547842,  -7.793002
-2.9573028,4.930860e-15,1.249723e-13,ENSG00000183798.4,EMILIN3,20, 39988606, 39995467,  -7.766706
-2.9565950,7.763756e-09,6.254796e-08,ENSG00000174093.6,RP11-1407O15.2,17, 36337717, 36421858,  -7.762896
-2.9552691,1.608363e-41,1.068722e-38,ENSG00000140988.11,RPS2,16,  2012053,  2014861,  -7.755765
-2.9549226,8.065190e-07,4.391175e-06,ENSG00000102109.7,PCSK1N,X, 48689504, 48694035,  -7.753903
-2.9515622,8.126225e-06,3.567742e-05,ENSG00000162004.12,CCDC78,16,   772582,   776954,  -7.735863
-2.9515251,7.813565e-14,1.587962e-12,ENSG00000205246.4,RPSAP58,19, 23945807, 24010937,  -7.735664
-2.9480091,1.331580e-06,6.882159e-06,ENSG00000204248.6,COL11A2,6, 33130458, 33160276,  -7.716834
-2.9460209,9.399871e-06,4.076567e-05,ENSG00000130595.12,TNNT3,11,  1940792,  1959936,  -7.706207
-2.9435702,3.706995e-12,5.598221e-11,ENSG00000267913.1,AP001055.1,21, 45587818, 45593580,  -7.693127
-2.9425555,1.200543e-18,5.937831e-17,ENSG00000160973.7,FOXH1,8,145698795,145701718,  -7.687718
-2.9422607,6.827873e-07,3.767162e-06,ENSG00000154263.13,ABCA10,17, 67143355, 67240987,  -7.686148
-2.9366592,1.979916e-12,3.142166e-11,ENSG00000205853.6,RFPL3S,22, 32755893, 32778039,  -7.656363
-2.9269599,4.490365e-15,1.158408e-13,ENSG00000204790.8,CBWD6,9, 69204538, 69269662,  -7.605062
-2.9237184,6.845761e-28,1.202572e-25,ENSG00000204387.8,C6orf48,6, 31802385, 31807541,  -7.587993
-2.9235632,1.641494e-18,7.913863e-17,ENSG00000148300.7,REXO4,9,136271186,136283164,  -7.587177
-2.9195702,4.395112e-10,4.460192e-09,ENSG00000149582.11,TMEM25,11,118401756,118417995,  -7.566207
-2.9167208,4.620111e-30,1.038370e-27,ENSG00000167283.3,ATP5L,11,118271869,118302211,  -7.551278
-2.9113978,1.961703e-18,9.310777e-17,ENSG00000148291.5,SURF2,9,136223428,136228045,  -7.523468
-2.9074304,3.598437e-21,2.791620e-19,ENSG00000167702.7,KIFC2,8,145691426,145699585,  -7.502807
-2.9064682,6.514162e-32,1.878414e-29,ENSG00000112511.13,PHF1,6, 33378176, 33384230,  -7.497804
-2.9061494,3.480935e-09,2.995447e-08,ENSG00000153291.11,SLC25A27,6, 46620678, 46645930,  -7.496148
-2.9039661,1.240801e-11,1.696168e-10,ENSG00000089820.11,ARHGAP4,X,153172821,153200452,  -7.484812
-2.9021426,5.881252e-10,5.840363e-09,ENSG00000171747.4,LGALS4,19, 39292311, 39304004,  -7.475358
-2.9016915,9.930900e-24,1.076411e-21,ENSG00000160072.15,ATAD3B,1,  1407143,  1433228,  -7.473021
-2.9002955,4.076166e-12,6.107456e-11,ENSG00000203896.5,LIME1,20, 62366815, 62370456,  -7.465793
-2.8997548,1.293249e-13,2.527459e-12,ENSG00000214787.4,MS4A4E,11, 59968726, 60010561,  -7.462996
-2.8882330,4.251652e-41,2.599120e-38,ENSG00000188846.9,RPL14,3, 40498783, 40503861,  -7.403631
-2.8831224,2.988592e-10,3.158689e-09,ENSG00000110665.7,C11orf21,11,  2316875,  2324279,  -7.377451
-2.8761867,1.277553e-07,8.099231e-07,ENSG00000169885.5,CALML6,1,  1846266,  1848735,  -7.342069
-2.8744467,1.685182e-18,8.098944e-17,ENSG00000215788.5,TNFRSF25,1,  6521211,  6526255,  -7.333219
-2.8730775,2.437835e-38,1.201853e-35,ENSG00000143947.8,RPS27A,2, 55459039, 55462989,  -7.326263
-2.8708011,1.610771e-11,2.142507e-10,ENSG00000151650.7,VENTX,10,135050908,135055433,  -7.314712
-2.8673327,3.383266e-35,1.436290e-32,ENSG00000177954.7,RPS27,1,153963235,153964626,  -7.297148
-2.8622727,1.350478e-18,6.615176e-17,ENSG00000233927.4,RPS28,19,  8386042,  8388224,  -7.271599
-2.8499962,7.761152e-12,1.100313e-10,ENSG00000184110.10,EIF3C,16, 28699879, 28747051,  -7.209985
-2.8464096,1.903500e-10,2.098931e-09,ENSG00000262484.1,CCER2,19, 39399620, 39402798,  -7.192083
-2.8368799,1.885447e-07,1.161438e-06,ENSG00000167968.8,DNASE1L2,16,  2285817,  2288712,  -7.144732
-2.8358310,2.723197e-11,3.465331e-10,ENSG00000130208.5,APOC1,19, 45417504, 45422606,  -7.139539
-2.8285970,3.993012e-06,1.874239e-05,ENSG00000105369.5,CD79A,19, 42381190, 42385439,  -7.103830
-2.8228275,7.722000e-04,2.172994e-03,ENSG00000178934.4,LGALS7B,19, 39279851, 39282389,  -7.075477
-2.8222810,3.747411e-12,5.653671e-11,ENSG00000162461.7,SLC25A34,1, 16062900, 16067891,  -7.072798
-2.8184971,9.319405e-12,1.303097e-10,ENSG00000142303.9,ADAMTS10,19,  8645126,  8675620,  -7.054271
-2.8126005,8.249906e-08,5.441662e-07,ENSG00000196565.8,HBG2,11,  5274420,  5667019,  -7.025498
-2.8105889,3.414918e-23,3.526364e-21,ENSG00000225190.4,PLEKHM1,17, 43513266, 43568115,  -7.015709
-2.8041056,3.213442e-14,6.995873e-13,ENSG00000075826.12,SEC31B,10,102246399,102289628,  -6.984252
-2.7961792,3.893262e-16,1.242186e-14,ENSG00000222046.2,DCDC2B,1, 32674695, 32681797,  -6.945984
-2.7929981,7.842797e-03,1.721900e-02,ENSG00000172478.13,C2orf54,2,241825465,241836306,  -6.930686
-2.7926283,9.923014e-08,6.445109e-07,ENSG00000227507.2,LTB,6, 31548302, 31550299,  -6.928909
-2.7916238,9.887232e-26,1.361320e-23,ENSG00000131795.8,RBM8A,1,145507598,145513536,  -6.924087
-2.7912535,8.462925e-09,6.785880e-08,ENSG00000163239.8,TDRD10,1,154474695,154520623,  -6.922310
-2.7886051,3.629508e-16,1.165331e-14,ENSG00000268218.1,AC137932.1,16, 89334512, 89339452,  -6.909614
-2.7867618,6.528686e-12,9.439727e-11,ENSG00000140839.7,CLEC18B,16, 74442529, 74455368,  -6.900791
-2.7766481,4.437184e-14,9.457948e-13,ENSG00000213139.3,CRYGS,3,186256230,186264491,  -6.852584
-2.7746147,9.363759e-08,6.126127e-07,ENSG00000213199.3,ASIC3,7,150745379,150749843,  -6.842933
-2.7724834,5.340526e-08,3.645344e-07,ENSG00000062524.11,LTK,15, 41795836, 41806085,  -6.832831
-2.7644889,7.308642e-15,1.807411e-13,ENSG00000178685.9,PARP10,8,145051321,145086940,  -6.795072
-2.7482232,5.247405e-10,5.256238e-09,ENSG00000073605.14,GSDMB,17, 38060848, 38076107,  -6.718891
-2.7346285,2.572494e-10,2.760915e-09,ENSG00000186364.7,NUDT17,1,145586115,145589439,  -6.655876
-2.7274848,2.927185e-03,7.138371e-03,ENSG00000172867.3,KRT2,12, 53038342, 53045948,  -6.623000
-2.7240353,4.506749e-07,2.578741e-06,ENSG00000009950.11,MLXIPL,7, 73007524, 73038873,  -6.607183
-2.7229626,2.684864e-19,1.475999e-17,ENSG00000266714.2,MYO15B,17, 73584139, 73622929,  -6.602272
-2.7210431,1.294168e-03,3.458431e-03,ENSG00000224389.4,C4B,6, 31982539, 32003195,  -6.593493
-2.7206723,2.109583e-10,2.304318e-09,ENSG00000111664.6,GNB3,12,  6949118,  6956557,  -6.591799
-2.7181228,8.209186e-12,1.158458e-10,ENSG00000140859.11,KIFC3,16, 57792129, 57896957,  -6.580160
-2.7176245,1.237958e-11,1.693797e-10,ENSG00000220201.3,ZGLP1,19, 10415479, 10420556,  -6.577888
-2.7169425,1.493698e-40,8.780070e-38,ENSG00000197958.8,RPL12,9,130209953,130213684,  -6.574779
-2.7150420,2.759863e-11,3.509067e-10,ENSG00000128482.11,RNF112,17, 19314438, 19320589,  -6.566124
-2.7055265,3.522238e-06,1.665543e-05,ENSG00000101194.13,SLC17A9,20, 61584052, 61599949,  -6.522959
-2.7017287,9.270528e-06,4.027330e-05,ENSG00000204099.7,NEU4,2,242749920,242758739,  -6.505810
-2.6981085,8.946787e-20,5.341162e-18,ENSG00000101104.8,PABPC1L,20, 43538703, 43587676,  -6.489505
-2.6966989,4.730691e-07,2.692706e-06,ENSG00000231852.2,CYP21A2,6, 32006042, 32009447,  -6.483168
-2.6937296,4.988018e-40,2.823403e-37,ENSG00000213741.4,RPS29,14, 50043390, 50065408,  -6.469838
-2.6922393,9.359996e-10,8.974205e-09,ENSG00000243449.2,C4orf48,4,  2043689,  2045697,  -6.463158
-2.6731371,1.904278e-21,1.599070e-19,ENSG00000117289.7,TXNIP,1,145438469,145442635,  -6.378146
-2.6668859,6.683839e-10,6.556426e-09,ENSG00000176919.7,C8G,9,139839698,139841426,  -6.350569
-2.6657448,4.739747e-14,1.003290e-12,ENSG00000240038.2,AMY2B,1,104096437,104122156,  -6.345548
-2.6642414,4.364812e-28,7.756676e-26,ENSG00000142188.12,TMEM50B,21, 34804792, 34852318,  -6.338939
-2.6611172,2.052537e-15,5.561866e-14,ENSG00000204536.9,CCHCR1,6, 31110216, 31126015,  -6.325227
-2.6566503,5.507288e-04,1.605032e-03,ENSG00000143631.10,FLG,1,152274651,152297679,  -6.305673
-2.6394736,4.576875e-04,1.357957e-03,ENSG00000178773.10,CPNE7,16, 89642176, 89663654,  -6.231043
-2.6344920,3.512226e-11,4.396180e-10,ENSG00000133246.7,PRAM1,19,  8554940,  8567996,  -6.209564
-2.6326897,4.032757e-13,7.319790e-12,ENSG00000261884.2,CTC-479C5.12,16, 67963517, 67969920,  -6.201812
-2.6311691,2.585985e-38,1.235050e-35,ENSG00000117616.13,C1orf63,1, 25568728, 25664704,  -6.195278
-2.6301444,1.619247e-17,6.724716e-16,ENSG00000175602.2,CCDC85B,11, 65657875, 65659105,  -6.190880
-2.6273243,1.296062e-13,2.529721e-12,ENSG00000154016.9,GRAP,17, 18923986, 18950950,  -6.178790
-2.6266166,7.580096e-10,7.369377e-09,ENSG00000196381.6,ZNF781,19, 38158652, 38183223,  -6.175760
-2.6164922,6.332149e-22,5.626409e-20,ENSG00000108773.6,KAT2A,17, 40265126, 40273376,  -6.132572
-2.6139902,7.196157e-26,1.018323e-23,ENSG00000204590.8,GNL1,6, 30509154, 30524951,  -6.121945
-2.6130098,3.160496e-12,4.849584e-11,ENSG00000181016.5,LSMEM1,7,112120908,112131117,  -6.117787
-2.6019612,6.539658e-03,1.466768e-02,ENSG00000164530.9,PI16,6, 36922209, 36932613,  -6.071114
-2.5952593,1.656383e-05,6.856584e-05,ENSG00000173991.5,TCAP,17, 37820440, 37822808,  -6.042976
-2.5921392,2.983267e-29,6.161253e-27,ENSG00000169062.10,UPF3A,13,115047059,115071283,  -6.029922
-2.5890056,3.103806e-19,1.688095e-17,ENSG00000204344.10,STK19,6, 31938868, 31950598,  -6.016838
-2.5828350,3.248729e-07,1.914045e-06,ENSG00000170074.15,FAM153A,5,177134982,177210399,  -5.991159
-2.5815832,2.035050e-11,2.660536e-10,ENSG00000196313.7,POM121,7, 72349936, 72421979,  -5.985962
-2.5807235,1.285111e-07,8.142767e-07,ENSG00000158164.6,TMSB15A,X,101768604,101771712,  -5.982396
-2.5806413,1.417369e-03,3.754185e-03,ENSG00000198074.5,AKR1B10,7,134212344,134226160,  -5.982056
-2.5792979,6.212097e-13,1.092514e-11,ENSG00000147437.5,GNRH1,8, 25276776, 25282170,  -5.976488
-2.5780351,3.197168e-28,5.748508e-26,ENSG00000213722.4,DDAH2,6, 31694815, 31698394,  -5.971259
-2.5774319,3.830522e-04,1.158327e-03,ENSG00000172236.12,TPSAB1,16,  1290697,  1292555,  -5.968763
-2.5767749,1.682861e-20,1.179778e-18,ENSG00000122674.8,CCZ1,7,  5938356,  5965605,  -5.966045
-2.5762663,3.422368e-06,1.624854e-05,ENSG00000130518.12,KIAA1683,19, 18367908, 18385319,  -5.963942
-2.5757999,5.193350e-08,3.557596e-07,ENSG00000223609.3,HBD,11,  5253908,  5256600,  -5.962015
-2.5741244,3.099966e-14,6.787505e-13,ENSG00000198814.8,GK,X, 30671476, 30748725,  -5.955094
-2.5731496,6.726717e-09,5.485828e-08,ENSG00000064201.11,TSPAN32,11,  2323227,  2339430,  -5.951072
-2.5607454,1.384602e-34,5.719156e-32,ENSG00000100764.9,PSMC1,14, 90722839, 90738968,  -5.900125
-2.5467687,5.192145e-07,2.931347e-06,ENSG00000224940.4,PRRT4,7,127990379,128001739,  -5.843240
-2.5459670,6.723811e-05,2.435648e-04,ENSG00000266956.1,CTB-186H2.3,17, 34310692, 34317306,  -5.839994
-2.5453958,3.934610e-15,1.027909e-13,ENSG00000102030.11,NAA10,X,153194695,153200676,  -5.837683
-2.5361475,8.509436e-09,6.812452e-08,ENSG00000140451.8,PIF1,15, 65107831, 65117867,  -5.800380
