"log2FoldChange","pval","padj","anno.GeneID","anno.symbol","anno.chr","anno.locstart","anno.locend","foldChange"
 -4.9459972,1.394356e-05,5.746490e-04,ENSG00000161970.8,RPL26,17,  8280838,  8286531,  -30.824321
 -4.8818662,2.715093e-04,3.875178e-03,ENSG00000223865.6,HLA-DPB1,6, 33043703, 33054978,  -29.484120
 -4.8665831,8.022268e-10,5.037984e-07,ENSG00000180879.9,SSR4,X,153058971,153063960,  -29.173430
 -4.8300584,4.031109e-05,1.140821e-03,ENSG00000175265.13,GOLGA8A,15, 34671269, 34880704,  -28.444118
 -4.8259997,1.703075e-05,6.529115e-04,ENSG00000186166.4,CCDC84,11,118868852,118886501,  -28.364208
 -4.7751939,2.064941e-05,7.389827e-04,ENSG00000169715.10,MT1E,16, 56659387, 56661024,  -27.382720
 -4.7068448,1.458680e-06,1.383962e-04,ENSG00000204348.5,DXO,6, 31937587, 31940069,  -26.115687
 -4.6030294,4.130263e-04,5.100178e-03,ENSG00000186104.6,CYP2R1,11, 14899553, 14913798,  -24.302443
 -4.5666344,2.442135e-08,7.668304e-06,ENSG00000204356.7,NELFE,6, 31919864, 31926887,  -23.697031
 -4.5335498,1.253631e-06,1.251302e-04,ENSG00000204305.9,AGER,6, 32148745, 32152101,  -23.159783
 -4.5240156,8.808986e-03,4.040287e-02,ENSG00000137648.12,TMPRSS4,11,117947753,117992605,  -23.007233
 -4.4842424,4.624137e-05,1.257384e-03,ENSG00000196436.7,NPIPB15,16, 74411776, 74425978,  -22.381618
 -4.4624719,7.773606e-03,3.702359e-02,ENSG00000029993.10,HMGB3,X,150148982,150159248,  -22.046411
 -4.4520327,4.064557e-03,2.345456e-02,ENSG00000206077.6,ZDHHC11B,5,   710475,   767067,  -21.887461
 -4.4479847,1.300107e-05,5.566820e-04,ENSG00000134056.7,MRPS36,5, 68513587, 68525956,  -21.826133
 -4.4462093,5.654886e-04,6.341551e-03,ENSG00000168255.14,POLR2J3,7,102178365,102213103,  -21.799291
 -4.4416426,5.611584e-05,1.388472e-03,ENSG00000066379.10,ZNRD1,6, 30026676, 30032686,  -21.730396
 -4.4354692,1.199940e-02,4.996784e-02,ENSG00000189280.3,GJB5,1, 35220648, 35224113,  -21.637609
 -4.3730305,6.610503e-03,3.293514e-02,ENSG00000137077.3,CCL21,9, 34709002, 34710121,  -20.721127
 -4.3688474,3.656117e-05,1.072777e-03,ENSG00000204642.9,HLA-F,6, 29690552, 29706305,  -20.661132
 -4.3176080,9.031591e-11,7.940575e-08,ENSG00000229117.4,RPL41,12, 56510370, 56511727,  -19.940200
 -4.3142173,6.546476e-03,3.270469e-02,ENSG00000188536.8,HBA2,16,   222846,   223709,  -19.893391
 -4.3121705,2.701485e-04,3.866607e-03,ENSG00000127952.12,STYXL1,7, 75625656, 75677322,  -19.865187
 -4.3023182,7.049267e-03,3.433003e-02,ENSG00000022556.11,NLRP2,19, 55464498, 55512510,  -19.729989
 -4.1643643,6.044739e-05,1.466721e-03,ENSG00000204257.10,HLA-DMA,6, 32916390, 32936871,  -17.930754
 -4.1623043,1.185145e-10,9.768557e-08,ENSG00000137312.10,FLOT1,6, 30695486, 30710510,  -17.905170
 -4.0720352,1.238142e-05,5.336150e-04,ENSG00000214706.6,IFRD2,3, 50325163, 50330349,  -16.819177
 -4.0450329,1.651964e-05,6.351631e-04,ENSG00000269018.1,AP001362.1,11, 65358665, 65359947,  -16.507307
 -4.0107629,2.707934e-03,1.793683e-02,ENSG00000186364.7,NUDT17,1,145586115,145589439,  -16.119811
 -3.8950505,5.363472e-12,8.841683e-09,ENSG00000168028.9,RPSA,3, 39448180, 39454033,  -14.877400
 -3.8897526,1.421092e-08,4.878354e-06,ENSG00000101940.13,WDR13,X, 48448430, 48463581,  -14.822867
 -3.8668383,1.089215e-02,4.691787e-02,ENSG00000116039.7,ATP6V1B1,2, 71163012, 71192536,  -14.589295
 -3.8571823,1.354656e-04,2.491659e-03,ENSG00000130208.5,APOC1,19, 45417504, 45422606,  -14.491974
 -3.8542961,6.140910e-03,3.130511e-02,ENSG00000118194.14,TNNT2,1,201328136,201346890,  -14.463011
 -3.8536545,2.167962e-05,7.611464e-04,ENSG00000204392.6,LSM2,6, 31765173, 31774761,  -14.456581
 -3.8318381,1.158207e-11,1.697159e-08,ENSG00000171863.8,RPS7,2,  3622795,  3628509,  -14.239613
 -3.8227692,6.857004e-07,9.134360e-05,ENSG00000147123.10,NDUFB11,X, 47001615, 47004903,  -14.150383
 -3.8037229,1.113815e-03,9.931087e-03,ENSG00000145736.10,GTF2H2,5, 70330784, 70363516,  -13.964799
 -3.7646911,1.810392e-04,2.988166e-03,ENSG00000163993.6,S100P,4,  6694796,  6698897,  -13.592050
 -3.7591368,3.469799e-06,2.346652e-04,ENSG00000183798.4,EMILIN3,20, 39988606, 39995467,  -13.539821
 -3.7578955,6.351859e-09,2.463774e-06,ENSG00000156508.13,EEF1A1,6, 74225473, 74233520,  -13.528177
 -3.7435581,1.737847e-04,2.917682e-03,ENSG00000178773.10,CPNE7,16, 89642176, 89663654,  -13.394400
 -3.6892151,7.794959e-11,7.342851e-08,ENSG00000129968.11,ABHD17A,19,  1876809,  1885546,  -12.899248
 -3.6776501,2.486784e-05,8.409157e-04,ENSG00000099290.11,FAM21A,10, 51827648, 51893269,  -12.796258
 -3.6384668,1.420524e-05,5.782058e-04,ENSG00000215252.7,GOLGA8B,15, 34817408, 34880704,  -12.453391
 -3.6229414,4.089418e-03,2.354048e-02,ENSG00000178896.6,EXOSC4,8,145133529,145135550,  -12.320094
 -3.6064698,2.925034e-03,1.894971e-02,ENSG00000149968.7,MMP3,11,102706532,102714534,  -12.180233
 -3.5765731,8.836319e-09,3.237038e-06,ENSG00000204387.8,C6orf48,6, 31802385, 31807541,  -11.930421
 -3.5337049,1.636072e-11,2.157652e-08,ENSG00000196262.9,PPIA,7, 44836279, 44864163,  -11.581136
 -3.5214514,7.506745e-03,3.603894e-02,ENSG00000172236.12,TPSAB1,16,  1290697,  1292555,  -11.483189
 -3.5199747,8.535161e-04,8.361531e-03,ENSG00000010626.10,LRRC23,12,  6982733,  7023407,  -11.471441
 -3.5188958,5.578545e-03,2.927571e-02,ENSG00000139547.6,RDH16,12, 57345219, 57353158,  -11.462865
 -3.5123511,2.566989e-06,1.901879e-04,ENSG00000167283.3,ATP5L,11,118271869,118302211,  -11.410982
 -3.5044551,4.031980e-10,2.798619e-07,ENSG00000140988.11,RPS2,16,  2012053,  2014861,  -11.348700
 -3.4836600,1.949538e-04,3.158540e-03,ENSG00000146574.11,CCZ1B,7,  6833765,  6866401,  -11.186292
 -3.4567974,6.986541e-11,7.087577e-08,ENSG00000089009.11,RPL6,12,112842994,112856642,  -10.979934
 -3.4447595,6.795711e-03,3.354690e-02,ENSG00000111344.7,RASAL1,12,113536624,113574044,  -10.888698
 -3.4230006,9.473855e-03,4.248256e-02,ENSG00000183793.9,NPIPA5,16, 15457516, 15474904,  -10.725705
 -3.4115765,5.848878e-04,6.467458e-03,ENSG00000163041.5,H3F3A,1,226249552,226259702,  -10.641108
 -3.3707981,2.493261e-03,1.699283e-02,ENSG00000147155.6,EBP,X, 48379546, 48387104,  -10.344544
 -3.3661967,6.135310e-06,3.399683e-04,ENSG00000154263.13,ABCA10,17, 67143355, 67240987,  -10.311603
 -3.3388916,4.897692e-03,2.670143e-02,ENSG00000149451.13,ADAM33,20,  3648612,  3662893,  -10.118276
 -3.3290281,9.427498e-03,4.231785e-02,ENSG00000083454.17,P2RX5,17,  3575493,  3599698,  -10.049335
 -3.2924911,1.671797e-03,1.293118e-02,ENSG00000205246.4,RPSAP58,19, 23945807, 24010937,   -9.798026
 -3.2838891,1.945463e-06,1.572421e-04,ENSG00000122674.8,CCZ1,7,  5938356,  5965605,   -9.739779
 -3.2724843,6.901125e-03,3.392174e-02,ENSG00000182195.6,LDOC1,X,140269934,140271310,   -9.663088
 -3.2699156,4.021301e-04,5.017305e-03,ENSG00000114383.5,TUSC2,3, 50357458, 50365682,   -9.645898
 -3.2568707,1.385774e-04,2.519234e-03,ENSG00000196976.5,LAGE3,X,153706028,153707596,   -9.559073
 -3.2324379,5.907378e-06,3.347553e-04,ENSG00000102878.11,HSF4,16, 67197288, 67203848,   -9.398548
 -3.2317994,7.699205e-04,7.847710e-03,ENSG00000100918.8,REC8,14, 24641062, 24649463,   -9.394390
 -3.2298786,5.686474e-03,2.965331e-02,ENSG00000151632.12,AKR1C2,10,  5029967,  5060223,   -9.381890
 -3.2239639,6.881946e-04,7.254924e-03,ENSG00000168614.13,NBPF9,1,144811744,144830413,   -9.343505
 -3.2035146,8.316780e-04,8.240548e-03,ENSG00000148300.7,REXO4,9,136271186,136283164,   -9.212001
 -3.2027950,2.265155e-07,3.984919e-05,ENSG00000204592.5,HLA-E,6, 30457244, 30461982,   -9.207407
 -3.2003786,3.628787e-05,1.070614e-03,ENSG00000160256.8,FAM207A,21, 46359925, 46396904,   -9.191999
 -3.1948967,8.669393e-04,8.446377e-03,ENSG00000153291.11,SLC25A27,6, 46620678, 46645930,   -9.157138
 -3.1708210,5.397705e-04,6.137872e-03,ENSG00000148291.5,SURF2,9,136223428,136228045,   -9.005592
 -3.1701394,3.397355e-09,1.433817e-06,ENSG00000143947.8,RPS27A,2, 55459039, 55462989,   -9.001338
 -3.1659825,2.307134e-09,1.086660e-06,ENSG00000114391.8,RPL24,3,101399935,101405626,   -8.975439
 -3.1569582,7.231792e-04,7.496450e-03,ENSG00000140859.11,KIFC3,16, 57792129, 57896957,   -8.919471
 -3.1526593,9.399528e-07,1.059495e-04,ENSG00000258890.2,CEP95,17, 62502706, 62538579,   -8.892933
 -3.1386871,1.094725e-03,9.827934e-03,ENSG00000187959.5,CPSF4L,17, 71244588, 71258491,   -8.807223
 -3.1376581,3.989462e-05,1.131463e-03,ENSG00000160973.7,FOXH1,8,145698795,145701718,   -8.800943
 -3.1277488,2.911876e-05,9.209071e-04,ENSG00000204386.6,NEU1,6, 31825436, 31830683,   -8.740700
 -3.1268883,2.780530e-03,1.829822e-02,ENSG00000184227.3,ACOT1,14, 74003818, 74010498,   -8.735488
 -3.1260497,2.179255e-04,3.421430e-03,ENSG00000234745.5,HLA-B,6, 31321649, 31324965,   -8.730412
 -3.1016034,1.389403e-09,7.329380e-07,ENSG00000188846.9,RPL14,3, 40498783, 40503861,   -8.583722
 -3.0969011,1.027241e-08,3.661420e-06,ENSG00000115268.5,RPS15,19,  1438358,  1440583,   -8.555790
 -3.0941166,1.243862e-03,1.055602e-02,ENSG00000140451.8,PIF1,15, 65107831, 65117867,   -8.539293
 -3.0835048,4.052668e-03,2.342094e-02,ENSG00000197182.8,FLJ27365,22, 46449749, 46509808,   -8.476712
 -3.0770519,4.060921e-06,2.599778e-04,ENSG00000233927.4,RPS28,19,  8386042,  8388224,   -8.438882
 -3.0187269,4.071593e-04,5.056137e-03,ENSG00000256525.2,POLG2,17, 62473902, 62493154,   -8.104521
 -3.0155518,1.627992e-05,6.277766e-04,ENSG00000126768.8,TIMM17B,X, 48750730, 48755426,   -8.086704
 -3.0047378,2.619373e-08,7.676509e-06,ENSG00000172809.8,RPL38,17, 72199721, 72206794,   -8.026315
 -2.9883752,4.362231e-03,2.456443e-02,ENSG00000125895.5,TMEM74B,20,  1161205,  1166059,   -7.935797
 -2.9832660,1.031607e-02,4.512381e-02,ENSG00000237683.5,AL627309.1,1,   134901,   139379,   -7.907743
 -2.9642930,2.068303e-05,7.389827e-04,ENSG00000175602.2,CCDC85B,11, 65657875, 65659105,   -7.804429
 -2.9563648,4.853449e-08,1.163769e-05,ENSG00000109686.12,SH3D19,4,152023903,152246784,   -7.761657
 -2.9495665,1.348526e-04,2.483849e-03,ENSG00000076344.11,RGS11,16,   318300,   325980,   -7.725169
 -2.9407541,5.073852e-04,5.890313e-03,ENSG00000204536.9,CCHCR1,6, 31110216, 31126015,   -7.678125
 -2.9325296,1.442978e-04,2.580636e-03,ENSG00000167767.9,KRT80,12, 52562780, 52585784,   -7.634479
 -2.9202124,1.535957e-04,2.705767e-03,ENSG00000168071.17,CCDC88B,11, 64107695, 64125006,   -7.569575
 -2.9160320,9.203560e-03,4.161006e-02,ENSG00000204304.7,PBX2,6, 32152512, 32157963,   -7.547674
 -2.9159590,5.825469e-03,3.013977e-02,ENSG00000105048.12,TNNT1,19, 55644162, 55660722,   -7.547292
 -2.9020796,3.116775e-03,1.978057e-02,ENSG00000184160.6,ADRA2C,4,  3768075,  3770251,   -7.475031
 -2.8952461,1.033741e-02,4.515725e-02,ENSG00000180953.7,ST20,15, 80191182, 80216044,   -7.439708
 -2.8938227,1.046453e-09,5.750257e-07,ENSG00000197958.8,RPL12,9,130209953,130213684,   -7.432372
 -2.8865706,1.378256e-06,1.336503e-04,ENSG00000177954.7,RPS27,1,153963235,153964626,   -7.395105
 -2.8847363,1.097868e-06,1.177872e-04,ENSG00000131795.8,RBM8A,1,145507598,145513536,   -7.385708
 -2.8790162,2.545041e-10,1.974353e-07,ENSG00000215021.4,PHB2,12,  7074490,  7079988,   -7.356483
 -2.8768358,3.117997e-10,2.284452e-07,ENSG00000213741.4,RPS29,14, 50043390, 50065408,   -7.345373
 -2.8720534,4.893123e-06,2.946599e-04,ENSG00000204590.8,GNL1,6, 30509154, 30524951,   -7.321064
 -2.8416528,6.423965e-03,3.236455e-02,ENSG00000184058.8,TBX1,22, 19744226, 19771116,   -7.168408
 -2.8238727,1.139426e-04,2.273336e-03,ENSG00000167702.7,KIFC2,8,145691426,145699585,   -7.080605
 -2.8137300,1.453290e-03,1.171516e-02,ENSG00000168453.10,HR,8, 21971928, 21990897,   -7.031001
 -2.8113614,4.029637e-03,2.336452e-02,ENSG00000184110.10,EIF3C,16, 28699879, 28747051,   -7.019467
 -2.7826741,1.860105e-08,5.983186e-06,ENSG00000100764.9,PSMC1,14, 90722839, 90738968,   -6.881266
 -2.7810086,1.343482e-05,5.660653e-04,ENSG00000109536.7,FRG1,4,190861943,190884359,   -6.873327
 -2.7785404,5.873131e-05,1.439681e-03,ENSG00000185522.4,C11orf35,11,   554855,   560779,   -6.861578
 -2.7782386,1.530738e-06,1.388808e-04,ENSG00000196704.7,AMZ2,17, 66243715, 66253297,   -6.860143
 -2.7704517,1.658818e-03,1.288394e-02,ENSG00000188818.8,ZDHHC11,5,   710471,   851101,   -6.823215
 -2.7701379,1.089343e-02,4.691787e-02,ENSG00000189366.5,ALG1L,3,125648118,125655882,   -6.821731
 -2.7634914,1.229193e-07,2.493937e-05,ENSG00000171314.8,PGAM1,10, 99185917, 99193198,   -6.790376
 -2.7554462,7.613820e-04,7.788982e-03,ENSG00000203896.5,LIME1,20, 62366815, 62370456,   -6.752615
 -2.7526346,1.263427e-07,2.524557e-05,ENSG00000167526.9,RPL13,16, 89627065, 89630950,   -6.739467
 -2.7389057,2.420210e-03,1.668404e-02,ENSG00000089820.11,ARHGAP4,X,153172821,153200452,   -6.675638
 -2.7372196,1.166684e-02,4.911020e-02,ENSG00000111665.7,CDCA3,12,  6953957,  6961230,   -6.667840
 -2.7296596,9.662164e-08,2.055236e-05,ENSG00000102103.11,PQBP1,X, 48755195, 48760420,   -6.632991
 -2.7182738,9.147770e-03,4.155728e-02,ENSG00000186281.8,GPAT2,2, 96687694, 96705199,   -6.580849
 -2.7008092,3.479083e-09,1.433817e-06,ENSG00000065978.13,YBX1,1, 43148098, 43168020,   -6.501665
 -2.6943813,2.033965e-04,3.251385e-03,ENSG00000215788.5,TNFRSF25,1,  6521211,  6526255,   -6.472761
 -2.6874503,1.168704e-03,1.017351e-02,ENSG00000135451.8,TROAP,12, 49717019, 49725514,   -6.441740
 -2.6758591,3.392348e-03,2.089598e-02,ENSG00000182325.6,FBXL6,8,145579091,145583036,   -6.390191
 -2.6743211,5.470203e-07,8.015671e-05,ENSG00000213722.4,DDAH2,6, 31694815, 31698394,   -6.383383
 -2.6734390,4.984189e-03,2.703887e-02,ENSG00000188897.4,CTD-3088G3.8,16, 11453702, 11617444,   -6.379481
 -2.6733555,1.220481e-06,1.247729e-04,ENSG00000160072.15,ATAD3B,1,  1407143,  1433228,   -6.379112
 -2.6730723,8.459175e-05,1.843960e-03,ENSG00000225190.4,PLEKHM1,17, 43513266, 43568115,   -6.377859
 -2.6573774,6.438278e-03,3.237754e-02,ENSG00000178038.12,ALS2CL,3, 46710487, 46735194,   -6.308851
 -2.6507272,4.644347e-06,2.889134e-04,ENSG00000204344.10,STK19,6, 31938868, 31950598,   -6.279837
 -2.6445587,1.256324e-06,1.251302e-04,ENSG00000172115.4,CYCS,7, 25159710, 25164980,   -6.253044
 -2.6440745,4.279134e-08,1.045060e-05,ENSG00000114942.9,EEF1B2,2,207024309,207027652,   -6.250946
 -2.6416371,6.984745e-03,3.417732e-02,ENSG00000237649.3,KIFC1,6, 33359313, 33377701,   -6.240394
 -2.6403170,4.576990e-04,5.517490e-03,ENSG00000165644.6,COMTD1,10, 76993727, 76995788,   -6.234686
 -2.6255127,1.719468e-05,6.572854e-04,ENSG00000071889.12,FAM3A,X,153733350,153744566,   -6.171036
 -2.6052098,1.448253e-04,2.580907e-03,ENSG00000102030.11,NAA10,X,153194695,153200676,   -6.084800
 -2.6038467,1.789377e-04,2.964612e-03,ENSG00000155026.12,RSPH10B,7,  5965181,  6010314,   -6.079054
 -2.5832098,8.431662e-10,5.054398e-07,ENSG00000165637.9,VDAC2,10, 76969912, 76991206,   -5.992715
 -2.5825461,4.112776e-06,2.607658e-04,ENSG00000125148.6,MT2A,16, 56642111, 56643409,   -5.989959
 -2.5783544,2.720890e-03,1.800456e-02,ENSG00000114270.11,COL7A1,3, 48601506, 48632700,   -5.972580
 -2.5659759,8.824723e-03,4.045201e-02,ENSG00000186998.11,EMID1,22, 29601840, 29655586,   -5.921554
 -2.5485401,1.071842e-03,9.688457e-03,ENSG00000101187.11,SLCO4A1,20, 61273797, 61317137,   -5.850419
 -2.5447985,4.505413e-03,2.513426e-02,ENSG00000147437.5,GNRH1,8, 25276776, 25282170,   -5.835266
 -2.5341898,5.090915e-03,2.742606e-02,ENSG00000101986.8,ABCD1,X,152990323,153010216,   -5.792515
 -2.5233936,2.590651e-05,8.542577e-04,ENSG00000204227.4,RING1,6, 33176272, 33180499,   -5.749329
 -2.5038367,6.033746e-04,6.581724e-03,ENSG00000213139.3,CRYGS,3,186256230,186264491,   -5.671918
 -2.5020277,8.651068e-03,3.991962e-02,ENSG00000144485.6,HES6,2,239146908,239149303,   -5.664811
 -2.4894854,8.369560e-04,8.257973e-03,ENSG00000204790.8,CBWD6,9, 69204538, 69269662,   -5.615776
 -2.4846746,9.252773e-03,4.176097e-02,ENSG00000151006.7,PRSS53,16, 31094746, 31100949,   -5.597081
 -2.4842913,2.820280e-08,7.913586e-06,ENSG00000127948.9,POR,7, 75528518, 75616173,   -5.595594
 -2.4786804,2.456794e-04,3.628242e-03,ENSG00000154025.11,SLC5A10,17, 18853658, 18925908,   -5.573874
 -2.4742828,4.423893e-03,2.482651e-02,ENSG00000187837.2,HIST1H1C,6, 26055968, 26056699,   -5.556910
 -2.4600453,2.332238e-06,1.768051e-04,ENSG00000169062.10,UPF3A,13,115047059,115071283,   -5.502340
 -2.4596445,1.037605e-04,2.131454e-03,ENSG00000178685.9,PARP10,8,145051321,145086940,   -5.500812
 -2.4393442,9.673950e-10,5.546959e-07,ENSG00000181163.9,NPM1,5,170814120,170838141,   -5.423951
 -2.4345019,2.461180e-04,3.630653e-03,ENSG00000160360.7,GPSM1,9,139221932,139254057,   -5.405777
 -2.4342114,7.059314e-03,3.435359e-02,ENSG00000180089.4,TMEM86B,19, 55738007, 55741647,   -5.404688
 -2.4311914,1.162964e-06,1.236869e-04,ENSG00000111057.6,KRT18,12, 53342655, 53346685,   -5.393386
 -2.4273129,8.399762e-03,3.906067e-02,ENSG00000101057.11,MYBL2,20, 42295754, 42345136,   -5.378907
 -2.4227684,3.467519e-06,2.346652e-04,ENSG00000204370.4,SDHD,11,111957497,111990353,   -5.361989
 -2.4045720,4.248574e-04,5.200431e-03,ENSG00000196502.7,SULT1A1,16, 28616903, 28634946,   -5.294784
 -2.4016265,5.405148e-06,3.154119e-04,ENSG00000136682.10,CBWD2,2,114195268,114253766,   -5.283986
 -2.3949670,5.747168e-08,1.353458e-05,ENSG00000166441.8,RPL27A,11,  8703958,  8736306,   -5.259651
 -2.3935304,7.107957e-04,7.410256e-03,ENSG00000204564.7,C6orf136,6, 30614816, 30620987,   -5.254416
 -2.3602016,9.528130e-03,4.268240e-02,ENSG00000101144.8,BMP7,20, 55743804, 55841685,   -5.134421
 -2.3571581,1.016122e-03,9.357972e-03,ENSG00000250479.4,CHCHD10,22, 24108021, 24110630,   -5.123601
 -2.3493577,2.575750e-04,3.728759e-03,ENSG00000104892.12,KLC3,19, 45836692, 45854778,   -5.095973
 -2.3493285,3.101111e-06,2.182235e-04,ENSG00000134058.6,CDK7,5, 68530668, 68573250,   -5.095870
 -2.3478447,6.604682e-06,3.540754e-04,ENSG00000068400.9,GRIPAP1,X, 48830134, 48858675,   -5.090632
 -2.3473093,1.376506e-03,1.126139e-02,ENSG00000131174.4,COX7B,X, 77154935, 77162870,   -5.088743
 -2.3464031,3.314426e-03,2.056971e-02,ENSG00000130649.5,CYP2E1,10,135333910,135374724,   -5.085548
 -2.3454161,1.463742e-05,5.903312e-04,ENSG00000168528.7,SERINC2,1, 31882412, 31907525,   -5.082069
 -2.3399106,1.008166e-04,2.097112e-03,ENSG00000101104.8,PABPC1L,20, 43538703, 43587676,   -5.062712
 -2.3383406,3.673874e-05,1.074303e-03,ENSG00000173457.6,PPP1R14B,11, 64011956, 64014413,   -5.057206
 -2.3355744,5.914315e-06,3.347553e-04,ENSG00000148362.6,C9orf142,9,139886870,139888436,   -5.047519
 -2.3333376,8.802389e-04,8.527013e-03,ENSG00000164620.4,RELL2,5,141016517,141020644,   -5.039699
 -2.3327660,3.174863e-06,2.210390e-04,ENSG00000142765.13,SYTL1,1, 27668513, 27680421,   -5.037703
 -2.3233368,4.030503e-03,2.336452e-02,ENSG00000204991.6,SPIRE2,16, 89884587, 89937727,   -5.004885
 -2.3224622,2.449247e-03,1.677086e-02,ENSG00000105136.15,ZNF419,19, 57999079, 58006048,   -5.001851
 -2.3166361,1.613956e-03,1.261698e-02,ENSG00000185633.6,NDUFA4L2,12, 57628686, 57634498,   -4.981693
 -2.3135405,8.943784e-04,8.609534e-03,ENSG00000189171.9,S100A13,1,153591263,153606568,   -4.971015
 -2.3029040,1.739535e-06,1.519271e-04,ENSG00000244165.1,P2RY11,19, 10222214, 10226048,   -4.934500
 -2.2971693,7.510673e-08,1.678826e-05,ENSG00000125503.8,PPP1R12C,19, 55602281, 55628927,   -4.914925
 -2.2887424,5.137654e-03,2.763270e-02,ENSG00000241644.2,INMT,7, 30737601, 30797218,   -4.886300
 -2.2863661,2.266219e-07,3.984919e-05,ENSG00000204560.5,DHX16,6, 30620896, 30640814,   -4.878258
 -2.2822470,1.178845e-04,2.299774e-03,ENSG00000188290.6,HES4,1,   934342,   935552,   -4.864350
 -2.2804189,1.150934e-02,4.864910e-02,ENSG00000181218.4,HIST3H2A,1,228645065,228645560,   -4.858190
 -2.2800771,9.456006e-04,8.913925e-03,ENSG00000145020.10,AMT,3, 49454211, 49460186,   -4.857039
 -2.2760821,4.043917e-06,2.599778e-04,ENSG00000072506.8,HSD17B10,X, 53458206, 53461320,   -4.843608
 -2.2679953,3.634563e-03,2.193228e-02,ENSG00000204472.8,AIF1,6, 31582961, 31584798,   -4.816534
 -2.2638053,3.808443e-07,6.200709e-05,ENSG00000105372.2,RPS19,19, 42363988, 42376994,   -4.802565
 -2.2623345,3.855243e-03,2.274852e-02,ENSG00000167968.8,DNASE1L2,16,  2285817,  2288712,   -4.797672
 -2.2621882,7.034113e-05,1.626433e-03,ENSG00000112511.13,PHF1,6, 33378176, 33384230,   -4.797185
 -2.2606482,9.469448e-08,2.047264e-05,ENSG00000166971.12,AKTIP,16, 53524952, 53538323,   -4.792067
 -2.2552183,6.931045e-07,9.140662e-05,ENSG00000198830.6,HMGN2,1, 26798941, 26802463,   -4.774065
 -2.2489471,6.561581e-05,1.542498e-03,ENSG00000185101.8,ANO9,11,   417933,   442011,   -4.753358
 -2.2462192,2.879748e-05,9.195299e-04,ENSG00000118557.11,PMFBP1,16, 72146056, 72210777,   -4.744379
 -2.2315476,3.268721e-06,2.256958e-04,ENSG00000130305.12,NSUN5,7, 72716514, 72722864,   -4.696375
 -2.2267656,2.067717e-05,7.389827e-04,ENSG00000094631.14,HDAC6,X, 48659784, 48683392,   -4.680834
 -2.2234641,2.477817e-05,8.400372e-04,ENSG00000144199.7,FAHD2B,2, 97749320, 97760619,   -4.670135
 -2.2228811,8.918273e-03,4.071104e-02,ENSG00000159753.9,RLTPR,16, 67678822, 67691472,   -4.668248
 -2.2136668,3.431740e-03,2.106998e-02,ENSG00000088002.7,SULT2B1,19, 49055332, 49102682,   -4.638527
 -2.2119653,1.738986e-03,1.326808e-02,ENSG00000168394.9,TAP1,6, 32812986, 32821755,   -4.633060
