"log2FoldChange","pval","padj","anno.GeneID","anno.symbol","anno.chr","anno.locstart","anno.locend","foldChange"
-4.3075882,2.969943e-04,1.561434e-03,ENSG00000167968.8,DNASE1L2,16,  2285817,  2288712, -19.802191
-4.2844268,3.668117e-06,4.423156e-05,ENSG00000176681.10,LRRC37A,17, 44370099, 44415160, -19.486821
-4.2726721,1.683504e-05,1.516517e-04,ENSG00000009950.11,MLXIPL,7, 73007524, 73038873, -19.328691
-4.2581194,4.339248e-14,1.650970e-11,ENSG00000161970.8,RPL26,17,  8280838,  8286531, -19.134700
-4.2446163,2.091876e-09,1.080155e-07,ENSG00000234769.4,WASH4P,16,    64043,    69452, -18.956442
-4.2355449,9.815130e-08,2.384201e-06,ENSG00000163794.6,UCN,2, 27530268, 27531313, -18.837621
-4.2051235,2.991906e-06,3.780078e-05,ENSG00000184682.5,C11orf89,11,  1910375,  1912084, -18.444561
-4.1979256,3.569475e-06,4.329486e-05,ENSG00000131042.9,LILRB2,19, 54777675, 54785039, -18.352765
-4.1943657,6.168242e-09,2.484135e-07,ENSG00000134056.7,MRPS36,5, 68513587, 68525956, -18.307536
-4.1925388,6.740513e-05,4.629660e-04,ENSG00000213199.3,ASIC3,7,150745379,150749843, -18.284367
-4.1858169,1.857566e-08,6.260299e-07,ENSG00000157322.12,CLEC18A,16, 69984810, 69998141, -18.199373
-4.1837985,2.361719e-04,1.289005e-03,ENSG00000188818.8,ZDHHC11,5,   710471,   851101, -18.173930
-4.1761459,1.859430e-15,9.956903e-13,ENSG00000137312.10,FLOT1,6, 30695486, 30710510, -18.077783
-4.1012644,4.104591e-08,1.176427e-06,ENSG00000127952.12,STYXL1,7, 75625656, 75677322, -17.163411
-4.0936899,1.089662e-09,6.564304e-08,ENSG00000114383.5,TUSC2,3, 50357458, 50365682, -17.073535
-4.0915661,4.041201e-07,7.471570e-06,ENSG00000196502.7,SULT1A1,16, 28616903, 28634946, -17.048419
-4.0885823,2.158866e-05,1.846735e-04,ENSG00000177990.7,DPY19L2,12, 63952693, 64062719, -17.013197
-4.0821037,1.926076e-03,7.318581e-03,ENSG00000066230.6,SLC9A3,5,   473425,   524447, -16.936968
-4.0765603,2.251955e-03,8.280458e-03,ENSG00000206077.6,ZDHHC11B,5,   710475,   767067, -16.872014
-4.0591718,3.455179e-04,1.773969e-03,ENSG00000152076.14,CCDC74B,2,130896860,130902707, -16.669880
-4.0459653,4.225733e-20,4.699666e-17,ENSG00000229117.4,RPL41,12, 56510370, 56511727, -16.517979
-4.0381372,4.013370e-06,4.747096e-05,ENSG00000204642.9,HLA-F,6, 29690552, 29706305, -16.428595
-4.0266528,8.082747e-08,2.043013e-06,ENSG00000204520.8,MICA,6, 31371356, 31383092, -16.298336
-4.0176447,3.469830e-08,1.025906e-06,ENSG00000254206.1,NPIPB11,16, 29392675, 29415350, -16.196888
-4.0029162,7.622242e-05,5.094885e-04,ENSG00000164687.6,FABP5,8, 82192598, 82197012, -16.032374
-3.9904932,1.130660e-05,1.093973e-04,ENSG00000204257.10,HLA-DMA,6, 32916390, 32936871, -15.894913
-3.9709719,2.342879e-04,1.280158e-03,ENSG00000167549.14,CORO6,17, 27941774, 27949925, -15.681285
-3.9551254,7.006477e-03,2.101216e-02,ENSG00000205517.8,RGL3,19, 11495017, 11530018, -15.509985
-3.9064753,1.824810e-14,7.759737e-12,ENSG00000204356.7,NELFE,6, 31919864, 31926887, -14.995683
-3.9041776,7.448260e-06,7.848903e-05,ENSG00000213366.8,GSTM2,1,110210644,110252171, -14.971819
-3.8915953,3.159065e-08,9.475884e-07,ENSG00000175265.13,GOLGA8A,15, 34671269, 34880704, -14.841811
-3.8794640,6.684359e-04,3.045776e-03,ENSG00000185522.4,C11orf35,11,   554855,   560779, -14.717533
-3.8609081,9.067991e-03,2.595111e-02,ENSG00000162482.4,AKR7A3,1, 19609052, 19615744, -14.529449
-3.8595620,9.783073e-14,3.289388e-11,ENSG00000101940.13,WDR13,X, 48448430, 48463581, -14.515899
-3.8538470,1.103698e-02,3.045861e-02,ENSG00000104899.4,AMH,19,  2249308,  2252072, -14.458510
-3.8502882,1.476993e-02,3.858758e-02,ENSG00000165810.12,BTNL9,5,180467225,180488523, -14.422889
-3.8369381,2.290760e-18,1.839989e-15,ENSG00000129968.11,ABHD17A,19,  1876809,  1885546, -14.290040
-3.8262745,2.204344e-03,8.140588e-03,ENSG00000174788.5,PCP2,19,  7696497,  7698634, -14.184806
-3.8163595,9.077451e-04,3.915725e-03,ENSG00000010310.4,GIPR,19, 46171502, 46186982, -14.087654
-3.8079496,1.314598e-06,1.961450e-05,ENSG00000100918.8,REC8,14, 24641062, 24649463, -14.005772
-3.7984855,1.100082e-03,4.595487e-03,ENSG00000180777.9,ANKRD30B,18, 14728271, 14852737, -13.914194
-3.7593918,6.701032e-03,2.025581e-02,ENSG00000130595.12,TNNT3,11,  1940792,  1959936, -13.542214
-3.7540495,6.072031e-06,6.665864e-05,ENSG00000250067.7,YJEFN3,19, 19627036, 19648390, -13.492161
-3.7488064,5.947053e-04,2.779906e-03,ENSG00000197191.3,C9orf169,9,140119087,140120763, -13.443216
-3.7457460,2.625796e-05,2.174796e-04,ENSG00000163041.5,H3F3A,1,226249552,226259702, -13.414729
-3.7187635,2.210409e-04,1.221173e-03,ENSG00000231852.2,CYP21A2,6, 32006042, 32009447, -13.166167
-3.7045704,9.111547e-03,2.606544e-02,ENSG00000178773.10,CPNE7,16, 89642176, 89663654, -13.037274
-3.6904195,4.931602e-05,3.615675e-04,ENSG00000149582.11,TMEM25,11,118401756,118417995, -12.910022
-3.6837834,2.832491e-04,1.501729e-03,ENSG00000174093.6,RP11-1407O15.2,17, 36337717, 36421858, -12.850774
-3.6799933,3.661851e-05,2.841817e-04,ENSG00000197768.6,C9orf173,9,140145713,140147934, -12.817059
-3.6720367,6.493195e-06,7.021587e-05,ENSG00000133246.7,PRAM1,19,  8554940,  8567996, -12.746566
-3.6684093,1.955264e-03,7.404191e-03,ENSG00000158578.14,ALAS2,X, 55035488, 55057497, -12.714557
-3.6668402,1.227541e-03,5.023432e-03,ENSG00000130518.12,KIAA1683,19, 18367908, 18385319, -12.700736
-3.6578301,6.229765e-04,2.881316e-03,ENSG00000115257.11,PCSK4,19,  1481427,  1490751, -12.621663
-3.6534074,1.605593e-05,1.459194e-04,ENSG00000129946.6,SHC2,19,   416583,   460996, -12.583029
-3.6352610,5.179468e-07,9.121162e-06,ENSG00000205246.4,RPSAP58,19, 23945807, 24010937, -12.425750
-3.6289082,5.126037e-03,1.630274e-02,ENSG00000149451.13,ADAM33,20,  3648612,  3662893, -12.371154
-3.6266303,9.182583e-04,3.951657e-03,ENSG00000196565.8,HBG2,11,  5274420,  5667019, -12.351636
-3.6225981,7.738419e-05,5.138094e-04,ENSG00000184163.3,FAM132A,1,  1177826,  1182102, -12.317163
-3.6185025,3.089700e-05,2.473471e-04,ENSG00000111664.6,GNB3,12,  6949118,  6956557, -12.282246
-3.6102289,3.234947e-04,1.676976e-03,ENSG00000255398.2,HCAR3,12,123199303,123201439, -12.212011
-3.5895477,3.309864e-04,1.709682e-03,ENSG00000145107.11,TM4SF19,3,196046213,196065374, -12.038200
-3.5725256,3.500247e-03,1.195243e-02,ENSG00000162747.5,FCGR3B,1,161592986,161601753, -11.896998
-3.5646244,1.821027e-05,1.613261e-04,ENSG00000100276.9,RASL10A,22, 29708922, 29715668, -11.832020
-3.5436881,4.393300e-03,1.437066e-02,ENSG00000115648.9,MLPH,2,238394071,238463961, -11.661553
-3.5414056,9.413189e-05,6.029946e-04,ENSG00000151650.7,VENTX,10,135050908,135055433, -11.643118
-3.5408543,1.701219e-05,1.527716e-04,ENSG00000203896.5,LIME1,20, 62366815, 62370456, -11.638670
-3.5398548,3.455831e-10,2.755676e-08,ENSG00000266714.2,MYO15B,17, 73584139, 73622929, -11.630610
-3.5390513,1.641969e-03,6.388479e-03,ENSG00000169885.5,CALML6,1,  1846266,  1848735, -11.624134
-3.5158683,4.189671e-08,1.192278e-06,ENSG00000243716.6,NPIPB5,16, 22490442, 22547842, -11.438835
-3.5079590,1.377480e-06,2.033189e-05,ENSG00000162461.7,SLC25A34,1, 16062900, 16067891, -11.376296
-3.5004867,2.689094e-06,3.471879e-05,ENSG00000188747.4,NOXA1,9,140317802,140328858, -11.317526
-3.4943871,2.425847e-08,7.811335e-07,ENSG00000075826.12,SEC31B,10,102246399,102289628, -11.269778
-3.4831908,2.534008e-04,1.367551e-03,ENSG00000171747.4,LGALS4,19, 39292311, 39304004, -11.182655
-3.4774407,6.473187e-04,2.973580e-03,ENSG00000168477.13,TNXB,6, 32008931, 32083111, -11.138173
-3.4693066,8.838802e-06,9.037581e-05,ENSG00000125895.5,TMEM74B,20,  1161205,  1166059, -11.075551
-3.4651201,9.518985e-20,9.830391e-17,ENSG00000156508.13,EEF1A1,6, 74225473, 74233520, -11.043458
-3.4603547,6.939486e-04,3.137307e-03,ENSG00000184227.3,ACOT1,14, 74003818, 74010498, -11.007041
-3.4490367,2.204656e-04,1.219408e-03,ENSG00000169715.10,MT1E,16, 56659387, 56661024, -10.921027
-3.4299392,1.514482e-12,3.981160e-10,ENSG00000167702.7,KIFC2,8,145691426,145699585, -10.777414
-3.4194887,2.332913e-12,5.815388e-10,ENSG00000214706.6,IFRD2,3, 50325163, 50330349, -10.699628
-3.3885621,1.938190e-06,2.658666e-05,ENSG00000142102.11,ATHL1,11,   289135,   296107, -10.472704
-3.3846710,8.753011e-09,3.341436e-07,ENSG00000160973.7,FOXH1,8,145698795,145701718, -10.444496
-3.3664432,1.191234e-04,7.304015e-04,ENSG00000142233.7,NTN5,19, 49164664, 49176338, -10.313365
-3.3518178,6.093465e-04,2.829137e-03,ENSG00000162572.15,SCNN1D,1,  1215816,  1227409, -10.209340
-3.3456070,4.748039e-04,2.307467e-03,ENSG00000158517.9,NCF1,7, 74188309, 74203659, -10.165484
-3.3453422,6.357664e-03,1.940764e-02,ENSG00000218416.3,AC110619.2,2,241388732,241396131, -10.163618
-3.3331606,6.385108e-06,6.920232e-05,ENSG00000220201.3,ZGLP1,19, 10415479, 10420556, -10.078161
-3.3234857,4.054512e-05,3.085270e-04,ENSG00000101049.10,SGK2,20, 42187608, 42216877, -10.010803
-3.3109963,9.266021e-03,2.643412e-02,ENSG00000197766.3,CFD,19,   859453,   863453,  -9.924513
-3.3091409,2.629550e-07,5.280282e-06,ENSG00000148300.7,REXO4,9,136271186,136283164,  -9.911758
-3.3009552,1.408211e-05,1.315240e-04,ENSG00000196976.5,LAGE3,X,153706028,153707596,  -9.855678
-3.2986337,1.073491e-05,1.047977e-04,ENSG00000128482.11,RNF112,17, 19314438, 19320589,  -9.839832
-3.2976104,2.149129e-05,1.842948e-04,ENSG00000213901.6,SLC23A3,2,219940051,220035549,  -9.832855
-3.2897879,1.741123e-22,5.034631e-19,ENSG00000089009.11,RPL6,12,112842994,112856642,  -9.779684
-3.2534814,6.123263e-04,2.841147e-03,ENSG00000143630.5,HCN3,1,155247374,155259639,  -9.536642
-3.2532344,6.822649e-19,6.165117e-16,ENSG00000168028.9,RPSA,3, 39448180, 39454033,  -9.535009
-3.2490220,4.199343e-03,1.385850e-02,ENSG00000204099.7,NEU4,2,242749920,242758739,  -9.507210
-3.2470011,1.516293e-03,5.988136e-03,ENSG00000126262.4,FFAR2,19, 35934809, 35942669,  -9.493902
-3.2439432,2.603347e-15,1.297903e-12,ENSG00000109686.12,SH3D19,4,152023903,152246784,  -9.473800
-3.2370370,7.025192e-21,1.269628e-17,ENSG00000115268.5,RPS15,19,  1438358,  1440583,  -9.428557
-3.2347540,2.557494e-04,1.377654e-03,ENSG00000062524.11,LTK,15, 41795836, 41806085,  -9.413648
-3.2292111,4.472092e-07,8.051993e-06,ENSG00000222046.2,DCDC2B,1, 32674695, 32681797,  -9.377551
-3.2154924,1.674027e-06,2.375179e-05,ENSG00000240038.2,AMY2B,1,104096437,104122156,  -9.288801
-3.2051415,4.423158e-06,5.124200e-05,ENSG00000089820.11,ARHGAP4,X,153172821,153200452,  -9.222395
-3.2002947,6.163431e-11,7.244787e-09,ENSG00000225190.4,PLEKHM1,17, 43513266, 43568115,  -9.191464
-3.1911936,1.121160e-05,1.087172e-04,ENSG00000198520.6,C1orf228,1, 45140364, 45191263,  -9.133663
-3.1887091,2.010306e-03,7.574930e-03,ENSG00000146054.13,TRIM7,5,180620924,180632293,  -9.117947
-3.1841153,2.764261e-06,3.546202e-05,ENSG00000073605.14,GSDMB,17, 38060848, 38076107,  -9.088960
-3.1805160,2.720520e-05,2.230051e-04,ENSG00000140398.9,NEIL1,15, 75639296, 75647592,  -9.066313
-3.1753148,1.952270e-03,7.394792e-03,ENSG00000262484.1,CCER2,19, 39399620, 39402798,  -9.033686
-3.1730358,8.102260e-07,1.312113e-05,ENSG00000196460.8,RFX8,2,102013823,102091165,  -9.019427
-3.1691398,1.117562e-09,6.676739e-08,ENSG00000139631.14,CSAD,12, 53551447, 53575135,  -8.995103
-3.1679424,8.738217e-07,1.389848e-05,ENSG00000168071.17,CCDC88B,11, 64107695, 64125006,  -8.987640
-3.1659824,7.726023e-05,5.136365e-04,ENSG00000140839.7,CLEC18B,16, 74442529, 74455368,  -8.975438
-3.1620123,6.978457e-06,7.424174e-05,ENSG00000213139.3,CRYGS,3,186256230,186264491,  -8.950773
-3.1602458,7.341759e-12,1.401525e-09,ENSG00000147123.10,NDUFB11,X, 47001615, 47004903,  -8.939820
-3.1582154,8.037415e-11,8.803405e-09,ENSG00000158106.8,RHPN1,8,144451057,144466390,  -8.927247
-3.1563953,3.119323e-20,3.758265e-17,ENSG00000114391.8,RPL24,3,101399935,101405626,  -8.915992
-3.1493966,1.177326e-02,3.203195e-02,ENSG00000136883.8,KIF12,9,116848406,116861507,  -8.872844
-3.1465355,2.266658e-04,1.244639e-03,ENSG00000160838.9,LRRC71,1,156890442,156902886,  -8.855265
-3.1425383,5.173753e-03,1.642013e-02,ENSG00000168993.10,CPLX1,4,   778745,   819986,  -8.830764
-3.1395069,8.144037e-03,2.374400e-02,ENSG00000154263.13,ABCA10,17, 67143355, 67240987,  -8.812229
-3.1361594,9.401693e-04,4.032325e-03,ENSG00000204482.6,LST1,6, 31553901, 31556686,  -8.791805
-3.1232662,2.138624e-07,4.461794e-06,ENSG00000187609.11,EXD3,9,140201348,140317714,  -8.713584
-3.1223861,5.548455e-06,6.203413e-05,ENSG00000142303.9,ADAMTS10,19,  8645126,  8675620,  -8.708270
-3.1186821,5.850433e-12,1.187706e-09,ENSG00000112511.13,PHF1,6, 33378176, 33384230,  -8.685941
-3.1180660,3.955238e-03,1.318838e-02,ENSG00000102109.7,PCSK1N,X, 48689504, 48694035,  -8.682232
-3.0990374,1.770349e-04,1.013691e-03,ENSG00000196381.6,ZNF781,19, 38158652, 38183223,  -8.568469
-3.0850826,2.604177e-04,1.397076e-03,ENSG00000176919.7,C8G,9,139839698,139841426,  -8.485988
-3.0760412,2.928588e-07,5.753161e-06,ENSG00000154016.9,GRAP,17, 18923986, 18950950,  -8.432972
-3.0671114,9.575886e-07,1.501607e-05,ENSG00000256525.2,POLG2,17, 62473902, 62493154,  -8.380936
-3.0595636,2.613663e-06,3.389088e-05,ENSG00000204790.8,CBWD6,9, 69204538, 69269662,  -8.337204
-3.0537447,3.530723e-06,4.294124e-05,ENSG00000178685.9,PARP10,8,145051321,145086940,  -8.303644
-3.0407864,1.006613e-02,2.828691e-02,ENSG00000133055.4,MYBPH,1,203136939,203144941,  -8.229395
-3.0400928,1.791415e-03,6.885371e-03,ENSG00000176956.8,LY6H,8,144239331,144242128,  -8.225440
-3.0385937,1.875538e-04,1.066740e-03,ENSG00000205078.5,SYCE1L,16, 77233294, 77247112,  -8.216897
-3.0384035,9.395521e-05,6.026639e-04,ENSG00000029993.10,HMGB3,X,150148982,150159248,  -8.215814
-3.0375268,2.401277e-05,2.012618e-04,ENSG00000144214.5,LYG1,2, 99900701, 99921205,  -8.210823
-3.0373545,3.192377e-09,1.488883e-07,ENSG00000066379.10,ZNRD1,6, 30026676, 30032686,  -8.209842
-3.0368221,5.462381e-15,2.632504e-12,ENSG00000171863.8,RPS7,2,  3622795,  3628509,  -8.206813
-3.0330698,7.396280e-04,3.300476e-03,ENSG00000184160.6,ADRA2C,4,  3768075,  3770251,  -8.185496
-3.0271334,1.364750e-03,5.485557e-03,ENSG00000237683.5,AL627309.1,1,   134901,   139379,  -8.151883
-3.0259979,4.006300e-07,7.416528e-06,ENSG00000148291.5,SURF2,9,136223428,136228045,  -8.145470
-3.0259927,3.562909e-07,6.707361e-06,ENSG00000214193.5,SH3D21,1, 36771988, 36790484,  -8.145440
-3.0241350,9.718203e-03,2.748777e-02,ENSG00000116176.6,TPSG1,16,  1271651,  1275257,  -8.134959
-3.0186707,2.580579e-03,9.281099e-03,ENSG00000163239.8,TDRD10,1,154474695,154520623,  -8.104205
-3.0179894,7.370708e-11,8.364418e-09,ENSG00000160072.15,ATAD3B,1,  1407143,  1433228,  -8.100379
-3.0079618,7.569797e-05,5.071554e-04,ENSG00000186364.7,NUDT17,1,145586115,145589439,  -8.044272
-3.0041904,3.225195e-03,1.113962e-02,ENSG00000144045.9,DQX1,2, 74745258, 74753463,  -8.023270
-2.9990700,1.890253e-04,1.073420e-03,ENSG00000130208.5,APOC1,19, 45417504, 45422606,  -7.994845
-2.9983111,3.317350e-06,4.097227e-05,ENSG00000181016.5,LSMEM1,7,112120908,112131117,  -7.990640
-2.9826617,5.425275e-03,1.707786e-02,ENSG00000084110.6,HAL,12, 96366440, 96390143,  -7.904431
-2.9792047,5.257612e-06,5.906337e-05,ENSG00000130653.11,PNPLA7,9,140354404,140444986,  -7.885513
-2.9768552,2.633541e-04,1.410653e-03,ENSG00000162383.7,SLC1A7,1, 53552855, 53608289,  -7.872682
-2.9733703,1.225741e-02,3.314730e-02,ENSG00000140287.6,HDC,15, 50534144, 50558223,  -7.853688
-2.9713079,1.238405e-17,9.423610e-15,ENSG00000188846.9,RPL14,3, 40498783, 40503861,  -7.842469
-2.9711552,3.777386e-05,2.917385e-04,ENSG00000173991.5,TCAP,17, 37820440, 37822808,  -7.841639
-2.9662738,5.200259e-07,9.146635e-06,ENSG00000178896.6,EXOSC4,8,145133529,145135550,  -7.815151
-2.9644456,1.524415e-03,6.014043e-03,ENSG00000269515.1,AL137026.1,10, 44873687, 44878739,  -7.805254
-2.9511989,2.304005e-15,1.189689e-12,ENSG00000221978.7,CCNL2,1,  1321091,  1334708,  -7.733915
-2.9492474,5.131168e-03,1.631188e-02,ENSG00000187045.12,TMPRSS6,22, 37461476, 37505603,  -7.723460
-2.9461511,2.908956e-04,1.537196e-03,ENSG00000110665.7,C11orf21,11,  2316875,  2324279,  -7.706903
-2.9460733,4.331748e-11,5.493720e-09,ENSG00000108773.6,KAT2A,17, 40265126, 40273376,  -7.706486
-2.9427018,1.115174e-05,1.083548e-04,ENSG00000173531.11,MST1,3, 49721380, 49726934,  -7.688498
-2.9415753,1.843838e-05,1.628480e-04,ENSG00000140932.5,CMTM2,16, 66613351, 66622178,  -7.682497
-2.9390307,1.943939e-06,2.664025e-05,ENSG00000185513.10,L3MBTL1,20, 42136320, 42179590,  -7.668959
-2.9386593,2.309777e-06,3.049749e-05,ENSG00000110025.8,SNX15,11, 64794880, 64808044,  -7.666985
-2.9373308,8.547915e-03,2.471221e-02,ENSG00000130649.5,CYP2E1,10,135333910,135374724,  -7.659928
-2.9365488,2.908900e-03,1.024778e-02,ENSG00000120075.5,HOXB5,17, 46668619, 46671323,  -7.655777
-2.9287287,5.844578e-08,1.573574e-06,ENSG00000204386.6,NEU1,6, 31825436, 31830683,  -7.614391
-2.9266755,2.965897e-10,2.436417e-08,ENSG00000142188.12,TMEM50B,21, 34804792, 34852318,  -7.603562
-2.9170249,2.189630e-11,3.413904e-09,ENSG00000168010.6,ATG16L2,11, 72525353, 72554719,  -7.552870
-2.9108849,4.800144e-04,2.325791e-03,ENSG00000158815.6,FGF17,8, 21899909, 21906320,  -7.520794
-2.9042893,4.833931e-07,8.575334e-06,ENSG00000204348.5,DXO,6, 31937587, 31940069,  -7.486489
-2.9020279,2.155556e-05,1.845317e-04,ENSG00000198814.8,GK,X, 30671476, 30748725,  -7.474764
-2.8993214,1.958541e-02,4.839616e-02,ENSG00000184601.6,C14orf180,14,105046021,105056852,  -7.460754
-2.8985149,1.428190e-08,4.987624e-07,ENSG00000214021.11,TTLL3,3,  9849770,  9896822,  -7.456584
-2.8973749,4.400148e-09,1.910431e-07,ENSG00000233927.4,RPS28,19,  8386042,  8388224,  -7.450694
-2.8923187,3.749461e-10,2.853143e-08,ENSG00000204592.5,HLA-E,6, 30457244, 30461982,  -7.424628
-2.8884031,1.326229e-06,1.976764e-05,ENSG00000128652.7,HOXD3,2,177001340,177037830,  -7.404504
-2.8818669,2.023649e-04,1.133589e-03,ENSG00000178814.11,OPLAH,8,145106167,145118735,  -7.371033
-2.8742378,2.209283e-03,8.156744e-03,ENSG00000099840.9,IZUMO4,19,  2096380,  2099592,  -7.332158
-2.8686719,2.869170e-07,5.659272e-06,ENSG00000215788.5,TNFRSF25,1,  6521211,  6526255,  -7.303925
-2.8565467,1.082780e-02,2.999585e-02,ENSG00000153157.8,SYCP2L,6, 10748027, 10979553,  -7.242796
-2.8554736,1.469852e-03,5.828813e-03,ENSG00000268941.1,MGC4294,20, 57209828, 57210772,  -7.237410
-2.8535262,2.048625e-04,1.144475e-03,ENSG00000116883.8,RP11-268J15.5,1, 36789335, 36794822,  -7.227648
-2.8516967,1.183037e-12,3.289298e-10,ENSG00000148362.6,C9orf142,9,139886870,139888436,  -7.218488
-2.8460704,1.267360e-20,1.832349e-17,ENSG00000196262.9,PPIA,7, 44836279, 44864163,  -7.190392
-2.8458339,3.926251e-05,3.001890e-04,ENSG00000078814.11,MYH7B,20, 33563206, 33590240,  -7.189213
-2.8452893,9.347612e-15,4.095387e-12,ENSG00000117616.13,C1orf63,1, 25568728, 25664704,  -7.186500
